"","Song","Artist","Genre","Position","Year","Week"
"15727","Tacatá","Tacabro","unknown",12,2012,28
"15728","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",13,2012,28
"15729","We are young","Fun.;Janelle Monaé","Pop rock",14,2012,28
"15730","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",15,2012,28
"15731","Se vuelve loca","Juan Magán","unknown",16,2012,28
"15732","Timebomb","Kylie Minogue","Indie pop, EDM",17,2012,28
"15733","Twilight","Cover Drive","Post-punk",18,2012,28
"15734","Drive by","Train","Soft rock, rock alternativo",19,2012,28
"15735","Yo te esperaré","Cali y Dandee","Punk rock, rock",20,2012,28
"15736","Princess of China","Coldplay;Rihanna","Electropop, Pop",21,2012,28
"15737","Addicted to you (Arbadel re-work mix)","Shakira","unknown",22,2012,28
"15738","Pan y mantequilla","Efecto Pasillo","unknown",23,2012,28
"15739","She doesn't mind","Sean Paul","Metal progresivo, metal sinfónico",24,2012,28
"15740","No me compares","Alejandro Sanz","Vallenato",25,2012,28
"15741","Love is the only way","Macaco","Country, country pop",26,2012,28
"15742","Me quedaré","Estopa","Pop, Bachata, Latino, Flamenco, Rap",27,2012,28
"15743","Don't give up my game","Auryn","unknown",28,2012,28
"15744","Wild ones","Flo Rida;Sia","Dance pop, hip house, electro house",29,2012,28
"15745","Fight for life","Carlos Jean;Alex Shaker;Daniel Martín;Lucía Scansetti","unknown",30,2012,28
"15746","Lady (Spanglish version)","Crossfire","Country pop, soft rock",31,2012,28
"15747","Scream","Usher","Thrash metal, Metalcore",32,2012,28
"15748","1.000.000","Alexandra Stan;Carlprit",", R&B, pop",33,2012,28
"15749","Real woman","Chila Lynn","unknown",34,2012,28
"15750","Breathing","Jason Derülo","Balada, pop",35,2012,28
"15751","Someone like you","Adele","Música celta, folk rock",36,2012,28
"15752","The one that got away","Katy Perry","Hard rock, heavy metal, shock rock",37,2012,28
"15753","Buy the Dj a round","Xuso Jones;Flii Stylz","unknown",38,2012,28
"15754","International love","Pitbull;Chris Brown","Pop rock",39,2012,28
"15755","Dejarse la piel","Lagarto Amarillo","Heavy Metal",40,2012,28
"15756","Euphoria","Loreen","Eurodance, dance pop, trance, electro house",1,2012,29
"15757","Call me maybe","Carly Rae Jepsen","Dance, synthpop",2,2012,29
"15758","Payphone","Maroon 5;Wiz Khalifa","Pop",3,2012,29
"15759","Dance again","Jennifer López;Pitbull","Música de baile, electropop, electro y funk",4,2012,29
"15760","No hay 2 sin 3 (Gol)","Cali y Dandee;David Bisbal","unknown",5,2012,29
"15761","Somebody that I used to know","Gotye;Kimbra","unknown",6,2012,29
"15762","Rayos de sol","Jose de Rico & Henry Méndez","Reggaeton, ""Dance tropical""",7,2012,29
"15763","Starships","Nicki Minaj","Eurodance, Europop",8,2012,29
"15764","We are young","Fun.;Janelle Monaé","Pop rock",9,2012,29
"15765","Tacatá","Tacabro","unknown",10,2012,29
"15766","Boys will be boys","Paulina Rubio",", Hip hop, pop",11,2012,29
"15767","Te he echado de menos","Pablo Alborán","Música divertida, pop rock, twist, new wave, parodia musical",12,2012,29
"15768","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",13,2012,29
"15769","Me pones tierno","Rasel;Carlos Baute","unknown",14,2012,29
"15770","Drive by","Train","Soft rock, rock alternativo",15,2012,29
"15771","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",16,2012,29
"15772","Timebomb","Kylie Minogue","Indie pop, EDM",17,2012,29
"15773","Se vuelve loca","Juan Magán","unknown",18,2012,29
"15774","Pan y mantequilla","Efecto Pasillo","unknown",19,2012,29
"15775","Princess of China","Coldplay;Rihanna","Electropop, Pop",20,2012,29
"15776","No me compares","Alejandro Sanz","Vallenato",21,2012,29
"15777","Balada","Gusttavo Lima","unknown",22,2012,29
"15778","Don't give up my game","Auryn","unknown",23,2012,29
"15779","Addicted to you (Arbadel re-work mix)","Shakira","unknown",24,2012,29
"15780","She doesn't mind","Sean Paul","Metal progresivo, metal sinfónico",25,2012,29
"15781","Love is the only way","Macaco","Country, country pop",26,2012,29
"15782","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross","Protopunk, Hard rock",27,2012,29
"15783","Scream","Usher","Thrash metal, Metalcore",28,2012,29
"15784","Yo te esperaré","Cali y Dandee","Punk rock, rock",29,2012,29
"15785","Lady (Spanglish version)","Crossfire","Country pop, soft rock",30,2012,29
"15786","Me quedaré","Estopa","Pop, Bachata, Latino, Flamenco, Rap",31,2012,29
"15787","Wild ones","Flo Rida;Sia","Dance pop, hip house, electro house",32,2012,29
"15788","Última noche en la tierra","La Musicalité","unknown",33,2012,29
"15789","Real woman","Chila Lynn","unknown",34,2012,29
"15790","1.000.000","Alexandra Stan;Carlprit",", R&B, pop",35,2012,29
"15791","Someone like you","Adele","Música celta, folk rock",36,2012,29
"15792","Breathing","Jason Derülo","Balada, pop",37,2012,29
"15793","The one that got away","Katy Perry","Hard rock, heavy metal, shock rock",38,2012,29
"15794","Dejarse la piel","Lagarto Amarillo","Heavy Metal",39,2012,29
"15795","International love","Pitbull;Chris Brown","Pop rock",40,2012,29
"15796","Payphone","Maroon 5;Wiz Khalifa","Pop",1,2012,30
"15797","Euphoria","Loreen","Eurodance, dance pop, trance, electro house",2,2012,30
"15798","Dance again","Jennifer López;Pitbull","Música de baile, electropop, electro y funk",3,2012,30
"15799","Call me maybe","Carly Rae Jepsen","Dance, synthpop",4,2012,30
"15800","Somebody that I used to know","Gotye;Kimbra","unknown",5,2012,30
"15801","We are young","Fun.;Janelle Monaé","Pop rock",6,2012,30
"15802","Tacatá","Tacabro","unknown",7,2012,30
"15803","Rayos de sol","Jose de Rico & Henry Méndez","Reggaeton, ""Dance tropical""",8,2012,30
"15804","Starships","Nicki Minaj","Eurodance, Europop",9,2012,30
"15805","No hay 2 sin 3 (Gol)","Cali y Dandee;David Bisbal","unknown",10,2012,30
"15806","Drive by","Train","Soft rock, rock alternativo",11,2012,30
"15807","Boys will be boys","Paulina Rubio",", Hip hop, pop",12,2012,30
"15808","Me pones tierno","Rasel;Carlos Baute","unknown",13,2012,30
"15809","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",14,2012,30
"15810","Pan y mantequilla","Efecto Pasillo","unknown",15,2012,30
"15811","Balada","Gusttavo Lima","unknown",16,2012,30
"15812","No me compares","Alejandro Sanz","Vallenato",17,2012,30
"15813","Te he echado de menos","Pablo Alborán","Música divertida, pop rock, twist, new wave, parodia musical",18,2012,30
"15814","Timebomb","Kylie Minogue","Indie pop, EDM",19,2012,30
"15815","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross","Protopunk, Hard rock",20,2012,30
"15816","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",21,2012,30
"15817","Don't give up my game","Auryn","unknown",22,2012,30
"15818","Princess of China","Coldplay;Rihanna","Electropop, Pop",23,2012,30
"15819","Scream","Usher","Thrash metal, Metalcore",24,2012,30
"15820","Se vuelve loca","Juan Magán","unknown",25,2012,30
"15821","Love is the only way","Macaco","Country, country pop",26,2012,30
"15822","She doesn't mind","Sean Paul","Metal progresivo, metal sinfónico",27,2012,30
"15823","Lady (Spanglish version)","Crossfire","Country pop, soft rock",28,2012,30
"15824","Addicted to you (Arbadel re-work mix)","Shakira","unknown",29,2012,30
"15825","Última noche en la tierra","La Musicalité","unknown",30,2012,30
"15826","Part of me","Katy Perry","unknown",31,2012,30
"15827","Yo te esperaré","Cali y Dandee","Punk rock, rock",32,2012,30
"15828","Whistle","Flo Rida","EDM, drum and bass, bubblegum pop",33,2012,30
"15829","Me quedaré","Estopa","Pop, Bachata, Latino, Flamenco, Rap",34,2012,30
"15830","Wild ones","Flo Rida;Sia","Dance pop, hip house, electro house",35,2012,30
"15831","Real woman","Chila Lynn","unknown",36,2012,30
"15832","Summer paradise","Simple Plan;Sean Paul","Rock",37,2012,30
"15833","Dejarse la piel","Lagarto Amarillo","Heavy Metal",38,2012,30
"15834","International love","Pitbull;Chris Brown","Pop rock",39,2012,30
"15835","1.000.000","Alexandra Stan;Carlprit",", R&B, pop",40,2012,30
"15836","Dance again","Jennifer López;Pitbull","Música de baile, electropop, electro y funk",1,2012,31
"15837","Payphone","Maroon 5;Wiz Khalifa","Pop",2,2012,31
"15838","Euphoria","Loreen","Eurodance, dance pop, trance, electro house",3,2012,31
"15839","Call me maybe","Carly Rae Jepsen","Dance, synthpop",4,2012,31
"15840","We are young","Fun.;Janelle Monaé","Pop rock",5,2012,31
"15841","Tacatá","Tacabro","unknown",6,2012,31
"15842","Somebody that I used to know","Gotye;Kimbra","unknown",7,2012,31
"15843","Rayos de sol","Jose de Rico & Henry Méndez","Reggaeton, ""Dance tropical""",8,2012,31
"15844","Drive by","Train","Soft rock, rock alternativo",9,2012,31
"15845","Balada","Gusttavo Lima","unknown",10,2012,31
"15846","Starships","Nicki Minaj","Eurodance, Europop",11,2012,31
"15847","Pan y mantequilla","Efecto Pasillo","unknown",12,2012,31
"15848","Boys will be boys","Paulina Rubio",", Hip hop, pop",13,2012,31
"15849","Me pones tierno","Rasel;Carlos Baute","unknown",14,2012,31
"15850","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",15,2012,31
"15851","No me compares","Alejandro Sanz","Vallenato",16,2012,31
"15852","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross","Protopunk, Hard rock",17,2012,31
"15853","No hay 2 sin 3 (Gol)","Cali y Dandee;David Bisbal","unknown",18,2012,31
"15854","Don't give up my game","Auryn","unknown",19,2012,31
"15855","Te he echado de menos","Pablo Alborán","Música divertida, pop rock, twist, new wave, parodia musical",20,2012,31
"15856","Scream","Usher","Thrash metal, Metalcore",21,2012,31
"15857","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",22,2012,31
"15858","Timebomb","Kylie Minogue","Indie pop, EDM",23,2012,31
"15859","Princess of China","Coldplay;Rihanna","Electropop, Pop",24,2012,31
"15860","Lady (Spanglish version)","Crossfire","Country pop, soft rock",25,2012,31
"15861","Última noche en la tierra","La Musicalité","unknown",26,2012,31
"15862","Love is the only way","Macaco","Country, country pop",27,2012,31
"15863","Part of me","Katy Perry","unknown",28,2012,31
"15864","Whistle","Flo Rida","EDM, drum and bass, bubblegum pop",29,2012,31
"15865","Se vuelve loca","Juan Magán","unknown",30,2012,31
"15866","She doesn't mind","Sean Paul","Metal progresivo, metal sinfónico",31,2012,31
"15867","Addicted to you (Arbadel re-work mix)","Shakira","unknown",32,2012,31
"15868","Día cero","La Oreja de Van Gogh","Pop Rock Pop Power Pop",33,2012,31
"15869","Summer paradise","Simple Plan;Sean Paul","Rock",34,2012,31
"15870","Yo te esperaré","Cali y Dandee","Punk rock, rock",35,2012,31
"15871","Me quedaré","Estopa","Pop, Bachata, Latino, Flamenco, Rap",36,2012,31
"15872","Real woman","Chila Lynn","unknown",37,2012,31
"15873","Wild ones","Flo Rida;Sia","Dance pop, hip house, electro house",38,2012,31
"15874","Dejarse la piel","Lagarto Amarillo","Heavy Metal",39,2012,31
"15875","International love","Pitbull;Chris Brown","Pop rock",40,2012,31
"15876","Tacatá","Tacabro","unknown",1,2012,32
"15877","Dance again","Jennifer López;Pitbull","Música de baile, electropop, electro y funk",2,2012,32
"15878","Payphone","Maroon 5;Wiz Khalifa","Pop",3,2012,32
"15879","Euphoria","Loreen","Eurodance, dance pop, trance, electro house",4,2012,32
"15880","We are young","Fun.;Janelle Monaé","Pop rock",5,2012,32
"15881","Call me maybe","Carly Rae Jepsen","Dance, synthpop",6,2012,32
"15882","Rayos de sol","Jose de Rico & Henry Méndez","Reggaeton, ""Dance tropical""",7,2012,32
"15883","Drive by","Train","Soft rock, rock alternativo",8,2012,32
"15884","Balada","Gusttavo Lima","unknown",9,2012,32
"15885","Somebody that I used to know","Gotye;Kimbra","unknown",10,2012,32
"15886","Pan y mantequilla","Efecto Pasillo","unknown",11,2012,32
"15887","Starships","Nicki Minaj","Eurodance, Europop",12,2012,32
"15888","Boys will be boys","Paulina Rubio",", Hip hop, pop",13,2012,32
"15889","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross","Protopunk, Hard rock",14,2012,32
"15890","No me compares","Alejandro Sanz","Vallenato",15,2012,32
"15891","Don't give up my game","Auryn","unknown",16,2012,32
"15892","Me pones tierno","Rasel;Carlos Baute","unknown",17,2012,32
"15893","Scream","Usher","Thrash metal, Metalcore",18,2012,32
"15894","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",19,2012,32
"15895","Te he echado de menos","Pablo Alborán","Música divertida, pop rock, twist, new wave, parodia musical",20,2012,32
"15896","Whistle","Flo Rida","EDM, drum and bass, bubblegum pop",21,2012,32
"15897","No hay 2 sin 3 (Gol)","Cali y Dandee;David Bisbal","unknown",22,2012,32
"15898","Última noche en la tierra","La Musicalité","unknown",23,2012,32
"15899","Part of me","Katy Perry","unknown",24,2012,32
"15900","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",25,2012,32
"15901","Lady (Spanglish version)","Crossfire","Country pop, soft rock",26,2012,32
"15902","Princess of China","Coldplay;Rihanna","Electropop, Pop",27,2012,32
"15903","Love is the only way","Macaco","Country, country pop",28,2012,32
"15904","Día cero","La Oreja de Van Gogh","Pop Rock Pop Power Pop",29,2012,32
"15905","Timebomb","Kylie Minogue","Indie pop, EDM",30,2012,32
"15906","Summer paradise","Simple Plan;Sean Paul","Rock",31,2012,32
"15907","Addicted to you (Arbadel re-work mix)","Shakira","unknown",32,2012,32
"15908","She doesn't mind","Sean Paul","Metal progresivo, metal sinfónico",33,2012,32
"15909","Chasing the sun","The Wanted","Pop, folk-pop, indie pop",34,2012,32
"15910","Se vuelve loca","Juan Magán","unknown",35,2012,32
"15911","Yo te esperaré","Cali y Dandee","Punk rock, rock",36,2012,32
"15912","Real woman","Chila Lynn","unknown",37,2012,32
"15913","Me quedaré","Estopa","Pop, Bachata, Latino, Flamenco, Rap",38,2012,32
"15914","Wild ones","Flo Rida;Sia","Dance pop, hip house, electro house",39,2012,32
"15915","Dejarse la piel","Lagarto Amarillo","Heavy Metal",40,2012,32
"15916","Rayos de sol","Jose de Rico & Henry Méndez","Reggaeton, ""Dance tropical""",1,2012,33
"15917","Euphoria","Loreen","Eurodance, dance pop, trance, electro house",2,2012,33
"15918","We are young","Fun.;Janelle Monaé","Pop rock",3,2012,33
"15919","Payphone","Maroon 5;Wiz Khalifa","Pop",4,2012,33
"15920","Call me maybe","Carly Rae Jepsen","Dance, synthpop",5,2012,33
"15921","Drive by","Train","Soft rock, rock alternativo",6,2012,33
"15922","Tacatá","Tacabro","unknown",7,2012,33
"15923","Dance again","Jennifer López;Pitbull","Música de baile, electropop, electro y funk",8,2012,33
"15924","Somebody that I used to know","Gotye;Kimbra","unknown",9,2012,33
"15925","Balada","Gusttavo Lima","unknown",10,2012,33
"15926","Pan y mantequilla","Efecto Pasillo","unknown",11,2012,33
"15927","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross","Protopunk, Hard rock",12,2012,33
"15928","No me compares","Alejandro Sanz","Vallenato",13,2012,33
"15929","Scream","Usher","Thrash metal, Metalcore",14,2012,33
"15930","Don't give up my game","Auryn","unknown",15,2012,33
"15931","Whistle","Flo Rida","EDM, drum and bass, bubblegum pop",16,2012,33
"15932","Starships","Nicki Minaj","Eurodance, Europop",17,2012,33
"15933","Última noche en la tierra","La Musicalité","unknown",18,2012,33
"15934","Boys will be boys","Paulina Rubio",", Hip hop, pop",19,2012,33
"15935","Te he echado de menos","Pablo Alborán","Música divertida, pop rock, twist, new wave, parodia musical",20,2012,33
"15936","Part of me","Katy Perry","unknown",21,2012,33
"15937","Día cero","La Oreja de Van Gogh","Pop Rock Pop Power Pop",22,2012,33
"15938","Me pones tierno","Rasel;Carlos Baute","unknown",23,2012,33
"15939","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",24,2012,33
"15940","No hay 2 sin 3 (Gol)","Cali y Dandee;David Bisbal","unknown",25,2012,33
"15941","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",26,2012,33
"15942","Summer paradise","Simple Plan;Sean Paul","Rock",27,2012,33
"15943","Lady (Spanglish version)","Crossfire","Country pop, soft rock",28,2012,33
"15944","Princess of China","Coldplay;Rihanna","Electropop, Pop",29,2012,33
"15945","Chasing the sun","The Wanted","Pop, folk-pop, indie pop",30,2012,33
"15946","Love is the only way","Macaco","Country, country pop",31,2012,33
"15947","Everything you didn't do (Spanish version)","Jamie Cullum;Frank T;Nita;Shinoflow","unknown",32,2012,33
"15948","Timebomb","Kylie Minogue","Indie pop, EDM",33,2012,33
"15949","She doesn't mind","Sean Paul","Metal progresivo, metal sinfónico",34,2012,33
"15950","Real woman","Chila Lynn","unknown",35,2012,33
"15951","Blow me (One last kiss)","P!nk","Pop rock",36,2012,33
"15952","Addicted to you (Arbadel re-work mix)","Shakira","unknown",37,2012,33
"15953","Yo te esperaré","Cali y Dandee","Punk rock, rock",38,2012,33
"15954","Me quedaré","Estopa","Pop, Bachata, Latino, Flamenco, Rap",39,2012,33
"15955","Se vuelve loca","Juan Magán","unknown",40,2012,33
"15956","Call me maybe","Carly Rae Jepsen","Dance, synthpop",1,2012,34
"15957","We are young","Fun.;Janelle Monaé","Pop rock",2,2012,34
"15958","Rayos de sol","Jose de Rico & Henry Méndez","Reggaeton, ""Dance tropical""",3,2012,34
"15959","Euphoria","Loreen","Eurodance, dance pop, trance, electro house",4,2012,34
"15960","Drive by","Train","Soft rock, rock alternativo",5,2012,34
"15961","Balada","Gusttavo Lima","unknown",6,2012,34
"15962","Payphone","Maroon 5;Wiz Khalifa","Pop",7,2012,34
"15963","Tacatá","Tacabro","unknown",8,2012,34
"15964","Somebody that I used to know","Gotye;Kimbra","unknown",9,2012,34
"15965","Pan y mantequilla","Efecto Pasillo","unknown",10,2012,34
"15966","Whistle","Flo Rida","EDM, drum and bass, bubblegum pop",11,2012,34
"15967","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross","Protopunk, Hard rock",12,2012,34
"15968","No me compares","Alejandro Sanz","Vallenato",13,2012,34
"15969","Dance again","Jennifer López;Pitbull","Música de baile, electropop, electro y funk",14,2012,34
"15970","Don't give up my game","Auryn","unknown",15,2012,34
"15971","Scream","Usher","Thrash metal, Metalcore",16,2012,34
"15972","Última noche en la tierra","La Musicalité","unknown",17,2012,34
"15973","Starships","Nicki Minaj","Eurodance, Europop",18,2012,34
"15974","Día cero","La Oreja de Van Gogh","Pop Rock Pop Power Pop",19,2012,34
"15975","Part of me","Katy Perry","unknown",20,2012,34
"15976","Boys will be boys","Paulina Rubio",", Hip hop, pop",21,2012,34
"15977","Te he echado de menos","Pablo Alborán","Música divertida, pop rock, twist, new wave, parodia musical",22,2012,34
"15978","Summer paradise","Simple Plan;Sean Paul","Rock",23,2012,34
"15979","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",24,2012,34
"15980","Me pones tierno","Rasel;Carlos Baute","unknown",25,2012,34
"15981","Chasing the sun","The Wanted","Pop, folk-pop, indie pop",26,2012,34
"15982","No hay 2 sin 3 (Gol)","Cali y Dandee;David Bisbal","unknown",27,2012,34
"15983","Everything you didn't do (Spanish version)","Jamie Cullum;Frank T;Nita;Shinoflow","unknown",28,2012,34
"15984","Lady (Spanglish version)","Crossfire","Country pop, soft rock",29,2012,34
"15985","Princess of China","Coldplay;Rihanna","Electropop, Pop",30,2012,34
"15986","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",31,2012,34
"15987","Blow me (One last kiss)","P!nk","Pop rock",32,2012,34
"15988","Love is the only way","Macaco","Country, country pop",33,2012,34
"15989","Timebomb","Kylie Minogue","Indie pop, EDM",34,2012,34
"15990","She doesn't mind","Sean Paul","Metal progresivo, metal sinfónico",35,2012,34
"15991","Real woman","Chila Lynn","unknown",36,2012,34
"15992","Me quedaré","Estopa","Pop, Bachata, Latino, Flamenco, Rap",37,2012,34
"15993","Yo te esperaré","Cali y Dandee","Punk rock, rock",38,2012,34
"15994","Addicted to you (Arbadel re-work mix)","Shakira","unknown",39,2012,34
"15995","Se vuelve loca","Juan Magán","unknown",40,2012,34
"15996","We are young","Fun.;Janelle Monaé","Pop rock",1,2012,35
"15997","Call me maybe","Carly Rae Jepsen","Dance, synthpop",2,2012,35
"15998","Drive by","Train","Soft rock, rock alternativo",3,2012,35
"15999","Euphoria","Loreen","Eurodance, dance pop, trance, electro house",4,2012,35
"16000","Balada","Gusttavo Lima","unknown",5,2012,35
"16001","Whistle","Flo Rida","EDM, drum and bass, bubblegum pop",6,2012,35
"16002","Pan y mantequilla","Efecto Pasillo","unknown",7,2012,35
"16003","Payphone","Maroon 5;Wiz Khalifa","Pop",8,2012,35
"16004","Rayos de sol","Jose de Rico & Henry Méndez","Reggaeton, ""Dance tropical""",9,2012,35
"16005","Somebody that I used to know","Gotye;Kimbra","unknown",10,2012,35
"16006","Tacatá","Tacabro","unknown",11,2012,35
"16007","Scream","Usher","Thrash metal, Metalcore",12,2012,35
"16008","Don't give up my game","Auryn","unknown",13,2012,35
"16009","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross","Protopunk, Hard rock",14,2012,35
"16010","No me compares","Alejandro Sanz","Vallenato",15,2012,35
"16011","Última noche en la tierra","La Musicalité","unknown",16,2012,35
"16012","Dance again","Jennifer López;Pitbull","Música de baile, electropop, electro y funk",17,2012,35
"16013","Día cero","La Oreja de Van Gogh","Pop Rock Pop Power Pop",18,2012,35
"16014","Summer paradise","Simple Plan;Sean Paul","Rock",19,2012,35
"16015","Chasing the sun","The Wanted","Pop, folk-pop, indie pop",20,2012,35
"16016","Starships","Nicki Minaj","Eurodance, Europop",21,2012,35
"16017","Part of me","Katy Perry","unknown",22,2012,35
"16018","Te he echado de menos","Pablo Alborán","Música divertida, pop rock, twist, new wave, parodia musical",23,2012,35
"16019","Boys will be boys","Paulina Rubio",", Hip hop, pop",24,2012,35
"16020","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",25,2012,35
"16021","Everything you didn't do (Spanish version)","Jamie Cullum;Frank T;Nita;Shinoflow","unknown",26,2012,35
"16022","Me pones tierno","Rasel;Carlos Baute","unknown",27,2012,35
"16023","Blow me (One last kiss)","P!nk","Pop rock",28,2012,35
"16024","Princess of China","Coldplay;Rihanna","Electropop, Pop",29,2012,35
"16025","Don't wake me up","Chris Brown","Rap metal, metal industrial",30,2012,35
"16026","Lady (Spanglish version)","Crossfire","Country pop, soft rock",31,2012,35
"16027","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",32,2012,35
"16028","No hay 2 sin 3 (Gol)","Cali y Dandee;David Bisbal","unknown",33,2012,35
"16029","Wide awake","Katy Perry","Rock alternativo",34,2012,35
"16030","Love is the only way","Macaco","Country, country pop",35,2012,35
"16031","Timebomb","Kylie Minogue","Indie pop, EDM",36,2012,35
"16032","Me quedaré","Estopa","Pop, Bachata, Latino, Flamenco, Rap",37,2012,35
"16033","What goes around comes around","Dover","Metal",38,2012,35
"16034","Addicted to you (Arbadel re-work mix)","Shakira","unknown",39,2012,35
"16035","She doesn't mind","Sean Paul","Metal progresivo, metal sinfónico",40,2012,35
"16036","Drive by","Train","Soft rock, rock alternativo",1,2012,36
"16037","We are young","Fun.;Janelle Monaé","Pop rock",2,2012,36
"16038","Whistle","Flo Rida","EDM, drum and bass, bubblegum pop",3,2012,36
"16039","Call me maybe","Carly Rae Jepsen","Dance, synthpop",4,2012,36
"16040","Euphoria","Loreen","Eurodance, dance pop, trance, electro house",5,2012,36
"16041","Pan y mantequilla","Efecto Pasillo","unknown",6,2012,36
"16042","Balada","Gusttavo Lima","unknown",7,2012,36
"16043","Payphone","Maroon 5;Wiz Khalifa","Pop",8,2012,36
"16044","Somebody that I used to know","Gotye;Kimbra","unknown",9,2012,36
"16045","Rayos de sol","Jose de Rico & Henry Méndez","Reggaeton, ""Dance tropical""",10,2012,36
"16046","Don't give up my game","Auryn","unknown",11,2012,36
"16047","Scream","Usher","Thrash metal, Metalcore",12,2012,36
"16048","Tacatá","Tacabro","unknown",13,2012,36
"16049","Última noche en la tierra","La Musicalité","unknown",14,2012,36
"16050","Chasing the sun","The Wanted","Pop, folk-pop, indie pop",15,2012,36
"16051","Summer paradise","Simple Plan;Sean Paul","Rock",16,2012,36
"16052","Día cero","La Oreja de Van Gogh","Pop Rock Pop Power Pop",17,2012,36
"16053","Dance again","Jennifer López;Pitbull","Música de baile, electropop, electro y funk",18,2012,36
"16054","Generation","Carlos Jean;Alex Ayora;Dans Swanz;Lucía Scansetti;Sweet Ross","Protopunk, Hard rock",19,2012,36
"16055","Starships","Nicki Minaj","Eurodance, Europop",20,2012,36
"16056","Blow me (One last kiss)","P!nk","Pop rock",21,2012,36
"16057","Everything you didn't do (Spanish version)","Jamie Cullum;Frank T;Nita;Shinoflow","unknown",22,2012,36
"16058","No me compares","Alejandro Sanz","Vallenato",23,2012,36
"16059","Don't wake me up","Chris Brown","Rap metal, metal industrial",24,2012,36
"16060","Wide awake","Katy Perry","Rock alternativo",25,2012,36
"16061","Boys will be boys","Paulina Rubio",", Hip hop, pop",26,2012,36
"16062","Stronger (What doesn't kill you)","Kelly Clarkson","Synth pop",27,2012,36
"16063","Te he echado de menos","Pablo Alborán","Música divertida, pop rock, twist, new wave, parodia musical",28,2012,36
"16064","Te voy a esperar","Juan Magán;Belinda","Pop latino, dance pop y electropop",29,2012,36
"16065","Princess of China","Coldplay;Rihanna","Electropop, Pop",30,2012,36
"16066","Me pones tierno","Rasel;Carlos Baute","unknown",31,2012,36
"16067","Lady (Spanglish version)","Crossfire","Country pop, soft rock",32,2012,36
"16068","Una sola voz","Macaco","Pop latino",33,2012,36
"16069","En el mundo genial de las cosas que dices","Maldita Nerea","Pop",34,2012,36
"16070","What goes around comes around","Dover","Metal",35,2012,36
"16071","Part of me","Katy Perry","unknown",36,2012,36
"16072","No hay 2 sin 3 (Gol)","Cali y Dandee;David Bisbal","unknown",37,2012,36
"16073","Timebomb","Kylie Minogue","Indie pop, EDM",38,2012,36
"16074","Me quedaré","Estopa","Pop, Bachata, Latino, Flamenco, Rap",39,2012,36
"16075","Addicted to you (Arbadel re-work mix)","Shakira","unknown",40,2012,36
"16076","Whistle","Flo Rida","EDM, drum and bass, bubblegum pop",1,2012,37
"16077","Drive by","Train","Soft rock, rock alternativo",2,2012,37
"16078","Pan y mantequilla","Efecto Pasillo","unknown",3,2012,37
"16079","Call me maybe","Carly Rae Jepsen","Dance, synthpop",4,2012,37
"16080","We are young","Fun.;Janelle Monaé","Pop rock",5,2012,37
"16081","Euphoria","Loreen","Eurodance, dance pop, trance, electro house",6,2012,37
"16082","Tanto","Pablo Alborán","Piano popBalada",7,2012,37
"16083","Don't give up my game","Auryn","unknown",8,2012,37
"16084","Payphone","Maroon 5;Wiz Khalifa","Pop",9,2012,37
"16085","Somebody that I used to know","Gotye;Kimbra","unknown",10,2012,37
"16086","Chasing the sun","The Wanted","Pop, folk-pop, indie pop",11,2012,37
"16087","Rayos de sol","Jose de Rico & Henry Méndez","Reggaeton, ""Dance tropical""",12,2012,37
"16088","Summer paradise","Simple Plan;Sean Paul","Rock",13,2012,37
"16089","Balada","Gusttavo Lima","unknown",14,2012,37
"16090","Última noche en la tierra","La Musicalité","unknown",15,2012,37
"16091","Scream","Usher","Thrash metal, Metalcore",16,2012,37
"16092","Día cero","La Oreja de Van Gogh","Pop Rock Pop Power Pop",17,2012,37
"16093","Blow me (One last kiss)","P!nk","Pop rock",18,2012,37
"16094","Tacatá","Tacabro","unknown",19,2012,37
