"","Song","Artist","Genre","Position","Year","Week"
"30467","Mi persona favorita","Alejandro Sanz;Camila Cabello","Pop latino, Pop rock, Rock latino",12,2019,30
"30468","Someone you loved","Lewis Capaldi;Madism","unknown",13,2019,30
"30469","Contando lunares","Don Patricio;Cruz Cafuné","unknown",14,2019,30
"30470","Bad guy","Billie Eilish","Electropop",15,2019,30
"30471","Disparos","Dani Fernández","Comedia",16,2019,30
"30472","ME!","Taylor Swift;Brendon Urie","Rhythm and Blues",17,2019,30
"30473","Qué bonito es querer","Manuel Carrasco","Reguetón, Pop latino",18,2019,30
"30474","Don't worry bout me","Zara Larsson","Dance pop",19,2019,30
"30475","Soldi","Mahmood;Maikel Delacalle","Pop",20,2019,30
"30476","So am I","Ava Max","Dance, disco",21,2019,30
"30477","Señorita","Camila Cabello;Shawn Mendes","unknown",22,2019,30
"30478","Mares igual que tú","Amaral","unknown",23,2019,30
"30479","Never really over","Katy Perry","Pop",24,2019,30
"30480","Bésame","David Bisbal;Juan Magán","Pop rock, Rock latino, Balada romántica",25,2019,30
"30481","High hopes","Panic! at the Disco","Indie rock",26,2019,30
"30482","De tus ojos","Vanesa Martín;Carlos Jean","Pop",27,2019,30
"30483","De la Tierra hasta Marte","Alfred García","Pop rock",28,2019,30
"30484","Walk me home","P!nk","Pop",29,2019,30
"30485","Late","Pol Granch","Pop Rock, Rock And Roll",30,2019,30
"30486","Old town road","Lil Nas X;Billy Ray Cyrus","Trap",31,2019,30
"30487","Índios y vaqueros","Sinsinati","unknown",32,2019,30
"30488","Get to know me","Anitta;Alesso","Pop Rock",33,2019,30
"30489","Con altura","El Guincho;J Balvin;Rosalía","Reggaetón,Pop latino, R&B",34,2019,30
"30490","R.I.P.","Anitta;Rita Ora;Sofía Reyes","R&B, synthpop",35,2019,30
"30491","Lo quiero todo","Macaco","Reggaeton, balada pop",36,2019,30
"30492","Stay (Don't go away)","David Guetta;Raye","unknown",37,2019,30
"30493","5 sentidos","Dvicio;Taburete","Pop latino, dance pop",38,2019,30
"30494","Maldición","Lalo Ebratt;Lola Índigo","unknown",39,2019,30
"30495","Pa' dentro","Ana Mena;Sean Kingston","unknown",40,2019,30
"30496","Don't call me up","Mabel","IndieAlternativo",1,2019,31
"30497","Calma (Alicia remix)","Alicia Keys;Farruko;Pedro Capó","Pop latino, Tropical, Dancehall",2,2019,31
"30498","Sucker","Jonas Brothers","Pop punk, power pop",3,2019,31
"30499","Nada sale mal","Aitana","Pop, Power Pop",4,2019,31
"30500","Fading","Alle Farben;ILIRA","unknown",5,2019,31
"30501","Con calma","Daddy Yankee;Snow","Pop latino, Tropical, Dancehall",6,2019,31
"30502","I don't care","Ed Sheeran;Justin Bieber","Pop",7,2019,31
"30503","Vuela (Beach pop)","Bombai","Pop psicodélico",8,2019,31
"30504","Dancing with a stranger","Sam Smith;Normani","unknown",9,2019,31
"30505","Someone you loved","Lewis Capaldi;Madism","unknown",10,2019,31
"30506","Te echo de menos","Beret","Eurotrance, Eurodance",11,2019,31
"30507","Presiento","Aitana;Morat","Música divertidaNew wave",12,2019,31
"30508","Contando lunares","Don Patricio;Cruz Cafuné","unknown",13,2019,31
"30509","Bad guy","Billie Eilish","Electropop",14,2019,31
"30510","Qué bonito es querer","Manuel Carrasco","Reguetón, Pop latino",15,2019,31
"30511","Disparos","Dani Fernández","Comedia",16,2019,31
"30512","Mi persona favorita","Alejandro Sanz;Camila Cabello","Pop latino, Pop rock, Rock latino",17,2019,31
"30513","Don't worry bout me","Zara Larsson","Dance pop",18,2019,31
"30514","Señorita","Camila Cabello;Shawn Mendes","unknown",19,2019,31
"30515","So am I","Ava Max","Dance, disco",20,2019,31
"30516","ME!","Taylor Swift;Brendon Urie","Rhythm and Blues",21,2019,31
"30517","Old town road","Lil Nas X;Billy Ray Cyrus","Trap",22,2019,31
"30518","Bésame","David Bisbal;Juan Magán","Pop rock, Rock latino, Balada romántica",23,2019,31
"30519","Soldi","Mahmood;Maikel Delacalle","Pop",24,2019,31
"30520","Mares igual que tú","Amaral","unknown",25,2019,31
"30521","Never really over","Katy Perry","Pop",26,2019,31
"30522","De la Tierra hasta Marte","Alfred García","Pop rock",27,2019,31
"30523","De tus ojos","Vanesa Martín;Carlos Jean","Pop",28,2019,31
"30524","Late","Pol Granch","Pop Rock, Rock And Roll",29,2019,31
"30525","High hopes","Panic! at the Disco","Indie rock",30,2019,31
"30526","Índios y vaqueros","Sinsinati","unknown",31,2019,31
"30527","Get to know me","Anitta;Alesso","Pop Rock",32,2019,31
"30528","Let me down slowly","Alec Benjamin;Alessia Cara","unknown",33,2019,31
"30529","Stay (Don't go away)","David Guetta;Raye","unknown",34,2019,31
"30530","Lo quiero todo","Macaco","Reggaeton, balada pop",35,2019,31
"30531","R.I.P.","Anitta;Rita Ora;Sofía Reyes","R&B, synthpop",36,2019,31
"30532","Maldición","Lalo Ebratt;Lola Índigo","unknown",37,2019,31
"30533","Con altura","El Guincho;J Balvin;Rosalía","Reggaetón,Pop latino, R&B",38,2019,31
"30534","5 sentidos","Dvicio;Taburete","Pop latino, dance pop",39,2019,31
"30535","Si te vas","Blas Cantó","Pop LatinoEuropopDance-popSynth pop",40,2019,31
"30536","Con calma","Daddy Yankee;Snow","Pop latino, Tropical, Dancehall",1,2019,32
"30537","Don't call me up","Mabel","IndieAlternativo",2,2019,32
"30538","Nada sale mal","Aitana","Pop, Power Pop",3,2019,32
"30539","Calma (Alicia remix)","Alicia Keys;Farruko;Pedro Capó","Pop latino, Tropical, Dancehall",4,2019,32
"30540","Sucker","Jonas Brothers","Pop punk, power pop",5,2019,32
"30541","Vuela (Beach pop)","Bombai","Pop psicodélico",6,2019,32
"30542","Fading","Alle Farben;ILIRA","unknown",7,2019,32
"30543","Someone you loved","Lewis Capaldi;Madism","unknown",8,2019,32
"30544","I don't care","Ed Sheeran;Justin Bieber","Pop",9,2019,32
"30545","Contando lunares","Don Patricio;Cruz Cafuné","unknown",10,2019,32
"30546","Te echo de menos","Beret","Eurotrance, Eurodance",11,2019,32
"30547","Bad guy","Billie Eilish","Electropop",12,2019,32
"30548","Qué bonito es querer","Manuel Carrasco","Reguetón, Pop latino",13,2019,32
"30549","Señorita","Camila Cabello;Shawn Mendes","unknown",14,2019,32
"30550","Bésame","David Bisbal;Juan Magán","Pop rock, Rock latino, Balada romántica",15,2019,32
"30551","Don't worry bout me","Zara Larsson","Dance pop",16,2019,32
"30552","Presiento","Aitana;Morat","Música divertidaNew wave",17,2019,32
"30553","So am I","Ava Max","Dance, disco",18,2019,32
"30554","Old town road","Lil Nas X;Billy Ray Cyrus","Trap",19,2019,32
"30555","Disparos","Dani Fernández","Comedia",20,2019,32
"30556","Dancing with a stranger","Sam Smith;Normani","unknown",21,2019,32
"30557","Mi persona favorita","Alejandro Sanz;Camila Cabello","Pop latino, Pop rock, Rock latino",22,2019,32
"30558","ME!","Taylor Swift;Brendon Urie","Rhythm and Blues",23,2019,32
"30559","Mares igual que tú","Amaral","unknown",24,2019,32
"30560","Soldi","Mahmood;Maikel Delacalle","Pop",25,2019,32
"30561","De la Tierra hasta Marte","Alfred García","Pop rock",26,2019,32
"30562","Never really over","Katy Perry","Pop",27,2019,32
"30563","Índios y vaqueros","Sinsinati","unknown",28,2019,32
"30564","Late","Pol Granch","Pop Rock, Rock And Roll",29,2019,32
"30565","Let me down slowly","Alec Benjamin;Alessia Cara","unknown",30,2019,32
"30566","Stay (Don't go away)","David Guetta;Raye","unknown",31,2019,32
"30567","Get to know me","Anitta;Alesso","Pop Rock",32,2019,32
"30568","Superpoderes","Leiva","unknown",33,2019,32
"30569","De tus ojos","Vanesa Martín;Carlos Jean","Pop",34,2019,32
"30570","Maldición","Lalo Ebratt;Lola Índigo","unknown",35,2019,32
"30571","Lo quiero todo","Macaco","Reggaeton, balada pop",36,2019,32
"30572","Si te vas","Blas Cantó","Pop LatinoEuropopDance-popSynth pop",37,2019,32
"30573","High hopes","Panic! at the Disco","Indie rock",38,2019,32
"30574","Con altura","El Guincho;J Balvin;Rosalía","Reggaetón,Pop latino, R&B",39,2019,32
"30575","5 sentidos","Dvicio;Taburete","Pop latino, dance pop",40,2019,32
"30576","Vuela (Beach pop)","Bombai","Pop psicodélico",1,2019,33
"30577","Con calma","Daddy Yankee;Snow","Pop latino, Tropical, Dancehall",2,2019,33
"30578","Don't call me up","Mabel","IndieAlternativo",3,2019,33
"30579","Nada sale mal","Aitana","Pop, Power Pop",4,2019,33
"30580","Sucker","Jonas Brothers","Pop punk, power pop",5,2019,33
"30581","Someone you loved","Lewis Capaldi;Madism","unknown",6,2019,33
"30582","Calma (Alicia remix)","Alicia Keys;Farruko;Pedro Capó","Pop latino, Tropical, Dancehall",7,2019,33
"30583","Señorita","Camila Cabello;Shawn Mendes","unknown",8,2019,33
"30584","Contando lunares","Don Patricio;Cruz Cafuné","unknown",9,2019,33
"30585","I don't care","Ed Sheeran;Justin Bieber","Pop",10,2019,33
"30586","Bad guy","Billie Eilish","Electropop",11,2019,33
"30587","Qué bonito es querer","Manuel Carrasco","Reguetón, Pop latino",12,2019,33
"30588","Fading","Alle Farben;ILIRA","unknown",13,2019,33
"30589","Bésame","David Bisbal;Juan Magán","Pop rock, Rock latino, Balada romántica",14,2019,33
"30590","Te echo de menos","Beret","Eurotrance, Eurodance",15,2019,33
"30591","So am I","Ava Max","Dance, disco",16,2019,33
"30592","Don't worry bout me","Zara Larsson","Dance pop",17,2019,33
"30593","Old town road","Lil Nas X;Billy Ray Cyrus","Trap",18,2019,33
"30594","Disparos","Dani Fernández","Comedia",19,2019,33
"30595","Dancing with a stranger","Sam Smith;Normani","unknown",20,2019,33
"30596","Presiento","Aitana;Morat","Música divertidaNew wave",21,2019,33
"30597","Soldi","Mahmood;Maikel Delacalle","Pop",22,2019,33
"30598","Mares igual que tú","Amaral","unknown",23,2019,33
"30599","De la Tierra hasta Marte","Alfred García","Pop rock",24,2019,33
"30600","Never really over","Katy Perry","Pop",25,2019,33
"30601","Índios y vaqueros","Sinsinati","unknown",26,2019,33
"30602","Mi persona favorita","Alejandro Sanz;Camila Cabello","Pop latino, Pop rock, Rock latino",27,2019,33
"30603","Let me down slowly","Alec Benjamin;Alessia Cara","unknown",28,2019,33
"30604","Late","Pol Granch","Pop Rock, Rock And Roll",29,2019,33
"30605","Stay (Don't go away)","David Guetta;Raye","unknown",30,2019,33
"30606","Superpoderes","Leiva","unknown",31,2019,33
"30607","ME!","Taylor Swift;Brendon Urie","Rhythm and Blues",32,2019,33
"30608","Get to know me","Anitta;Alesso","Pop Rock",33,2019,33
"30609","Maldición","Lalo Ebratt;Lola Índigo","unknown",34,2019,33
"30610","Si te vas","Blas Cantó","Pop LatinoEuropopDance-popSynth pop",35,2019,33
"30611","Lo quiero todo","Macaco","Reggaeton, balada pop",36,2019,33
"30612","De tus ojos","Vanesa Martín;Carlos Jean","Pop",37,2019,33
"30613","5 sentidos","Dvicio;Taburete","Pop latino, dance pop",38,2019,33
"30614","High hopes","Panic! at the Disco","Indie rock",39,2019,33
"30615","Con altura","El Guincho;J Balvin;Rosalía","Reggaetón,Pop latino, R&B",40,2019,33
"30616","Contando lunares","Don Patricio;Cruz Cafuné","unknown",1,2019,34
"30617","Vuela (Beach pop)","Bombai","Pop psicodélico",2,2019,34
"30618","Con calma","Daddy Yankee;Snow","Pop latino, Tropical, Dancehall",3,2019,34
"30619","Calma (Alicia remix)","Alicia Keys;Farruko;Pedro Capó","Pop latino, Tropical, Dancehall",4,2019,34
"30620","Señorita","Camila Cabello;Shawn Mendes","unknown",5,2019,34
"30621","Someone you loved","Lewis Capaldi;Madism","unknown",6,2019,34
"30622","Sucker","Jonas Brothers","Pop punk, power pop",7,2019,34
"30623","Don't call me up","Mabel","IndieAlternativo",8,2019,34
"30624","Nada sale mal","Aitana","Pop, Power Pop",9,2019,34
"30625","Bad guy","Billie Eilish","Electropop",10,2019,34
"30626","I don't care","Ed Sheeran;Justin Bieber","Pop",11,2019,34
"30627","Qué bonito es querer","Manuel Carrasco","Reguetón, Pop latino",12,2019,34
"30628","Bésame","David Bisbal;Juan Magán","Pop rock, Rock latino, Balada romántica",13,2019,34
"30629","So am I","Ava Max","Dance, disco",14,2019,34
"30630","Fading","Alle Farben;ILIRA","unknown",15,2019,34
"30631","Old town road","Lil Nas X;Billy Ray Cyrus","Trap",16,2019,34
"30632","Disparos","Dani Fernández","Comedia",17,2019,34
"30633","Soldi","Mahmood;Maikel Delacalle","Pop",18,2019,34
"30634","Let me down slowly","Alec Benjamin;Alessia Cara","unknown",19,2019,34
"30635","Dancing with a stranger","Sam Smith;Normani","unknown",20,2019,34
"30636","Te echo de menos","Beret","Eurotrance, Eurodance",21,2019,34
"30637","Mares igual que tú","Amaral","unknown",22,2019,34
"30638","Don't worry bout me","Zara Larsson","Dance pop",23,2019,34
"30639","Índios y vaqueros","Sinsinati","unknown",24,2019,34
"30640","De la Tierra hasta Marte","Alfred García","Pop rock",25,2019,34
"30641","Presiento","Aitana;Morat","Música divertidaNew wave",26,2019,34
"30642","Stay (Don't go away)","David Guetta;Raye","unknown",27,2019,34
"30643","Late","Pol Granch","Pop Rock, Rock And Roll",28,2019,34
"30644","Superpoderes","Leiva","unknown",29,2019,34
"30645","Atrévete","Nicky Jam;Sech","Pop, Música celta",30,2019,34
"30646","Get to know me","Anitta;Alesso","Pop Rock",31,2019,34
"30647","Maldición","Lalo Ebratt;Lola Índigo","unknown",32,2019,34
"30648","Si te vas","Blas Cantó","Pop LatinoEuropopDance-popSynth pop",33,2019,34
"30649","Never really over","Katy Perry","Pop",34,2019,34
"30650","Lo quiero todo","Macaco","Reggaeton, balada pop",35,2019,34
"30651","Mi persona favorita","Alejandro Sanz;Camila Cabello","Pop latino, Pop rock, Rock latino",36,2019,34
"30652","De tus ojos","Vanesa Martín;Carlos Jean","Pop",37,2019,34
"30653","ME!","Taylor Swift;Brendon Urie","Rhythm and Blues",38,2019,34
"30654","High hopes","Panic! at the Disco","Indie rock",39,2019,34
"30655","5 sentidos","Dvicio;Taburete","Pop latino, dance pop",40,2019,34
"30656","Señorita","Camila Cabello;Shawn Mendes","unknown",1,2019,35
"30657","Contando lunares","Don Patricio;Cruz Cafuné","unknown",2,2019,35
"30658","Vuela (Beach pop)","Bombai","Pop psicodélico",3,2019,35
"30659","Con calma","Daddy Yankee;Snow","Pop latino, Tropical, Dancehall",4,2019,35
"30660","Someone you loved","Lewis Capaldi;Madism","unknown",5,2019,35
"30661","Sucker","Jonas Brothers","Pop punk, power pop",6,2019,35
"30662","Don't call me up","Mabel","IndieAlternativo",7,2019,35
"30663","Bad guy","Billie Eilish","Electropop",8,2019,35
"30664","Calma (Alicia remix)","Alicia Keys;Farruko;Pedro Capó","Pop latino, Tropical, Dancehall",9,2019,35
"30665","I don't care","Ed Sheeran;Justin Bieber","Pop",10,2019,35
"30666","Qué bonito es querer","Manuel Carrasco","Reguetón, Pop latino",11,2019,35
"30667","So am I","Ava Max","Dance, disco",12,2019,35
"30668","Bésame","David Bisbal;Juan Magán","Pop rock, Rock latino, Balada romántica",13,2019,35
"30669","Old town road","Lil Nas X;Billy Ray Cyrus","Trap",14,2019,35
"30670","Nada sale mal","Aitana","Pop, Power Pop",15,2019,35
"30671","Disparos","Dani Fernández","Comedia",16,2019,35
"30672","Let me down slowly","Alec Benjamin;Alessia Cara","unknown",17,2019,35
"30673","Soldi","Mahmood;Maikel Delacalle","Pop",18,2019,35
"30674","Fading","Alle Farben;ILIRA","unknown",19,2019,35
"30675","Dancing with a stranger","Sam Smith;Normani","unknown",20,2019,35
"30676","Mares igual que tú","Amaral","unknown",21,2019,35
"30677","Don't worry bout me","Zara Larsson","Dance pop",22,2019,35
"30678","Índios y vaqueros","Sinsinati","unknown",23,2019,35
"30679","Superpoderes","Leiva","unknown",24,2019,35
"30680","Stay (Don't go away)","David Guetta;Raye","unknown",25,2019,35
"30681","Yo x ti tú x mí","Ozuna;Rosalía","unknown",26,2019,35
"30682","Late","Pol Granch","Pop Rock, Rock And Roll",27,2019,35
"30683","Atrévete","Nicky Jam;Sech","Pop, Música celta",28,2019,35
"30684","Te echo de menos","Beret","Eurotrance, Eurodance",29,2019,35
"30685","Get to know me","Anitta;Alesso","Pop Rock",30,2019,35
