,Song,Artist,Genre,Position,Year,Week
24147,Baila conmigo,Juan Magán;Luciana,"Electronic, Electro House",13,2016,29
24148,Treat you better,Shawn Mendes,Pop,14,2016,29
24149,I took a pill in Ibiza (Explicit version),Mike Posner;SeeB,"Pop, Electronic, Funk / Soul, Pop Rap, Europop, Deep House, Folk, World, & Country, Hip Hop, House, Dance-pop, Tropical House",15,2016,29
24150,Bobo,J Balvin,"Reggaeton, Latin, Hip Hop",16,2016,29
24151,In common,Alicia Keys,"Pop, Dancehall, Funk / Soul, Reggae, Rhythm & Blues",17,2016,29
24152,Work from home,Fifth Harmony;Ty Dolla $ign,"RnB/Swing, Pop, Hip Hop",18,2016,29
24153,Duele el corazón,Enrique Iglesias;Wisin,"Europop, Pop, Latin, Reggaeton",19,2016,29
24154,Dark necessities,Red Hot Chili Peppers,"Funk / Soul, Funk, Rock",20,2016,29
24155,Vuela corazón,Dasoul,Latin,21,2016,29
24156,California dreamin',Freischwimmer,"Electronic, Deep House",22,2016,29
24157,Send my love (To your new lover),Adele,"Piano Blues, Pop, Neo Soul, Ballad, Funk / Soul, Blues",23,2016,29
24158,Sincericidio,Leiva,"Pop, Rock",24,2016,29
24159,Don't you need somebody,RedOne;Enrique Iglesias;R. City;Serayah;Shaggy,Pop,25,2016,29
24160,Cheap thrills,Sia;Sean Paul,"Reggae-Pop, Pop, Reggae",26,2016,29
24161,Mira como vuelo,Miss Caffeina,"Indie Pop, Pop, Rock",27,2016,29
24162,Caos,Malú,"Pop, Latin",28,2016,29
24163,No money,Galantis,"Electronic, Pop, Progressive House, House",29,2016,29
24164,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",30,2016,29
24165,La tormenta,Sidecars,"Pop, Rock",31,2016,29
24166,Una vez más,,"Rockabilly, Rock",32,2016,29
24167,Hold up,Beyoncé,"Pop, Soul, Neo Soul, Electronic, Funk / Soul, Electro, Hip Hop, Rhythm & Blues",33,2016,29
24168,Pequeña,Efecto Pasillo;Juan Magán,unknown,34,2016,29
24169,La bicicleta,Carlos Vives;Shakira,"Pop, Latin, Vallenato",35,2016,29
24170,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",36,2016,29
24171,Who's loving you,Auryn;Anastacia,Pop,37,2016,29
24172,Me too,Meghan Trainor,"Reggae-Pop, Pop, Funk / Soul, Reggae, Rhythm & Blues",38,2016,29
24173,Cake by the ocean,DNCE,Pop,39,2016,29
24174,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",40,2016,29
24175,Ain't your mama,Jennifer López,Pop,1,2016,30
24176,Don't let me down,The Chainsmokers;Daya,"Electronic, Trap, Dance-pop",2,2016,30
24177,Cómo te atreves,Morat,Pop,3,2016,30
24178,This girl,Kungs;Cookin' On 3 Burners,"Electronic, House, Electro House",4,2016,30
24179,Can't stop the feeling,Justin Timberlake,Pop,5,2016,30
24180,One dance,Drake;Kyla;WizKid,Hip Hop,6,2016,30
24181,Middle,DJ Snake;Bipolar Sunshine,"Electronic, House, Electro House",7,2016,30
24182,This is what you came for,Calvin Harris;Rihanna,"Electronic, Pop, House",8,2016,30
24183,Las ganas,Dani Martín,"Pop, Pop Rock, Ballad, Rock",9,2016,30
24184,We don't talk anymore,Charlie Puth;Selena Gomez,"Europop, Pop",10,2016,30
24185,Wherever I go,OneRepublic,"Pop, Rock",11,2016,30
24186,This one's for you,David Guetta;Zara Larsson,"Electronic, Euro House",12,2016,30
24187,Bobo,J Balvin,"Reggaeton, Latin, Hip Hop",13,2016,30
24188,Treat you better,Shawn Mendes,Pop,14,2016,30
24189,In common,Alicia Keys,"Pop, Dancehall, Funk / Soul, Reggae, Rhythm & Blues",15,2016,30
24190,Baila conmigo,Juan Magán;Luciana,"Electronic, Electro House",16,2016,30
24191,Dark necessities,Red Hot Chili Peppers,"Funk / Soul, Funk, Rock",17,2016,30
24192,California dreamin',Freischwimmer,"Electronic, Deep House",18,2016,30
24193,Don't you need somebody,RedOne;Enrique Iglesias;R. City;Serayah;Shaggy,Pop,19,2016,30
24194,Work from home,Fifth Harmony;Ty Dolla $ign,"RnB/Swing, Pop, Hip Hop",20,2016,30
24195,Sincericidio,Leiva,"Pop, Rock",21,2016,30
24196,Duele el corazón,Enrique Iglesias;Wisin,"Europop, Pop, Latin, Reggaeton",22,2016,30
24197,Hold up,Beyoncé,"Pop, Soul, Neo Soul, Electronic, Funk / Soul, Electro, Hip Hop, Rhythm & Blues",23,2016,30
24198,Send my love (To your new lover),Adele,"Piano Blues, Pop, Neo Soul, Ballad, Funk / Soul, Blues",24,2016,30
24199,Vuela corazón,Dasoul,Latin,25,2016,30
24200,I took a pill in Ibiza (Explicit version),Mike Posner;SeeB,"Pop, Electronic, Funk / Soul, Pop Rap, Europop, Deep House, Folk, World, & Country, Hip Hop, House, Dance-pop, Tropical House",26,2016,30
24201,Mira como vuelo,Miss Caffeina,"Indie Pop, Pop, Rock",27,2016,30
24202,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",28,2016,30
24203,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",29,2016,30
24204,Una vez más,,"Rockabilly, Rock",30,2016,30
24205,La bicicleta,Carlos Vives;Shakira,"Pop, Latin, Vallenato",31,2016,30
24206,La tormenta,Sidecars,"Pop, Rock",32,2016,30
24207,No money,Galantis,"Electronic, Pop, Progressive House, House",33,2016,30
24208,Caos,Malú,"Pop, Latin",34,2016,30
24209,Borro cassette,Maluma,"Pop, Latin, Reggaeton",35,2016,30
24210,I hate u I love u (Short edit),Gnash;Olivia O'Brien,"Pop, Electronic, Rock, Europop, House, Hip Hop, Dance-pop",36,2016,30
24211,Me too,Meghan Trainor,"Reggae-Pop, Pop, Funk / Soul, Reggae, Rhythm & Blues",37,2016,30
24212,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",38,2016,30
24213,Mama said,Lukas Graham,"Funk / Soul, Pop",39,2016,30
24214,Cheap thrills,Sia;Sean Paul,"Reggae-Pop, Pop, Reggae",40,2016,30
24215,Don't let me down,The Chainsmokers;Daya,"Electronic, Trap, Dance-pop",1,2016,31
24216,Ain't your mama,Jennifer López,Pop,2,2016,31
24217,This girl,Kungs;Cookin' On 3 Burners,"Electronic, House, Electro House",3,2016,31
24218,Middle,DJ Snake;Bipolar Sunshine,"Electronic, House, Electro House",4,2016,31
24219,Cómo te atreves,Morat,Pop,5,2016,31
24220,Can't stop the feeling,Justin Timberlake,Pop,6,2016,31
24221,One dance,Drake;Kyla;WizKid,Hip Hop,7,2016,31
24222,This is what you came for,Calvin Harris;Rihanna,"Electronic, Pop, House",8,2016,31
24223,We don't talk anymore,Charlie Puth;Selena Gomez,"Europop, Pop",9,2016,31
24224,Bobo,J Balvin,"Reggaeton, Latin, Hip Hop",10,2016,31
24225,Las ganas,Dani Martín,"Pop, Pop Rock, Ballad, Rock",11,2016,31
24226,Wherever I go,OneRepublic,"Pop, Rock",12,2016,31
24227,Treat you better,Shawn Mendes,Pop,13,2016,31
24228,In common,Alicia Keys,"Pop, Dancehall, Funk / Soul, Reggae, Rhythm & Blues",14,2016,31
24229,This one's for you,David Guetta;Zara Larsson,"Electronic, Euro House",15,2016,31
24230,California dreamin',Freischwimmer,"Electronic, Deep House",16,2016,31
24231,Hold up,Beyoncé,"Pop, Soul, Neo Soul, Electronic, Funk / Soul, Electro, Hip Hop, Rhythm & Blues",17,2016,31
24232,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",18,2016,31
24233,Don't you need somebody,RedOne;Enrique Iglesias;R. City;Serayah;Shaggy,Pop,19,2016,31
24234,Dark necessities,Red Hot Chili Peppers,"Funk / Soul, Funk, Rock",20,2016,31
24235,Sincericidio,Leiva,"Pop, Rock",21,2016,31
24236,Baila conmigo,Juan Magán;Luciana,"Electronic, Electro House",22,2016,31
24237,Work from home,Fifth Harmony;Ty Dolla $ign,"RnB/Swing, Pop, Hip Hop",23,2016,31
24238,La bicicleta,Carlos Vives;Shakira,"Pop, Latin, Vallenato",24,2016,31
24239,Cold water,Major Lazer;Justin Bieber;MØ,"Pop, Dancehall, Electronic, Electro, Reggae",25,2016,31
24240,Duele el corazón,Enrique Iglesias;Wisin,"Europop, Pop, Latin, Reggaeton",26,2016,31
24241,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",27,2016,31
24242,Una vez más,,"Rockabilly, Rock",28,2016,31
24243,Borro cassette,Maluma,"Pop, Latin, Reggaeton",29,2016,31
24244,Mama said,Lukas Graham,"Funk / Soul, Pop",30,2016,31
24245,Me too,Meghan Trainor,"Reggae-Pop, Pop, Funk / Soul, Reggae, Rhythm & Blues",31,2016,31
24246,Vuela corazón,Dasoul,Latin,32,2016,31
24247,Caos,Malú,"Pop, Latin",33,2016,31
24248,I hate u I love u (Short edit),Gnash;Olivia O'Brien,"Pop, Electronic, Rock, Europop, House, Hip Hop, Dance-pop",34,2016,31
24249,La tormenta,Sidecars,"Pop, Rock",35,2016,31
24250,Send my love (To your new lover),Adele,"Piano Blues, Pop, Neo Soul, Ballad, Funk / Soul, Blues",36,2016,31
24251,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",37,2016,31
24252,Mira como vuelo,Miss Caffeina,"Indie Pop, Pop, Rock",38,2016,31
24253,Ride,Twenty One Pilots,"Pop, Synth-pop, Electronic, Rock, Hip Hop, Indie Rock, Alternative Rock",39,2016,31
24254,No money,Galantis,"Electronic, Pop, Progressive House, House",40,2016,31
24255,Cómo te atreves,Morat,Pop,1,2016,32
24256,This girl,Kungs;Cookin' On 3 Burners,"Electronic, House, Electro House",2,2016,32
24257,Ain't your mama,Jennifer López,Pop,3,2016,32
24258,Don't let me down,The Chainsmokers;Daya,"Electronic, Trap, Dance-pop",4,2016,32
24259,One dance,Drake;Kyla;WizKid,Hip Hop,5,2016,32
24260,Can't stop the feeling,Justin Timberlake,Pop,6,2016,32
24261,This is what you came for,Calvin Harris;Rihanna,"Electronic, Pop, House",7,2016,32
24262,Middle,DJ Snake;Bipolar Sunshine,"Electronic, House, Electro House",8,2016,32
24263,Bobo,J Balvin,"Reggaeton, Latin, Hip Hop",9,2016,32
24264,We don't talk anymore,Charlie Puth;Selena Gomez,"Europop, Pop",10,2016,32
24265,Las ganas,Dani Martín,"Pop, Pop Rock, Ballad, Rock",11,2016,32
24266,Treat you better,Shawn Mendes,Pop,12,2016,32
24267,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",13,2016,32
24268,California dreamin',Freischwimmer,"Electronic, Deep House",14,2016,32
24269,Wherever I go,OneRepublic,"Pop, Rock",15,2016,32
24270,La bicicleta,Carlos Vives;Shakira,"Pop, Latin, Vallenato",16,2016,32
24271,In common,Alicia Keys,"Pop, Dancehall, Funk / Soul, Reggae, Rhythm & Blues",17,2016,32
24272,Cold water,Major Lazer;Justin Bieber;MØ,"Pop, Dancehall, Electronic, Electro, Reggae",18,2016,32
24273,Sincericidio,Leiva,"Pop, Rock",19,2016,32
24274,This one's for you,David Guetta;Zara Larsson,"Electronic, Euro House",20,2016,32
24275,Dark necessities,Red Hot Chili Peppers,"Funk / Soul, Funk, Rock",21,2016,32
24276,Duele el corazón,Enrique Iglesias;Wisin,"Europop, Pop, Latin, Reggaeton",22,2016,32
24277,Una vez más,,"Rockabilly, Rock",23,2016,32
24278,Hold up,Beyoncé,"Pop, Soul, Neo Soul, Electronic, Funk / Soul, Electro, Hip Hop, Rhythm & Blues",24,2016,32
24279,Borro cassette,Maluma,"Pop, Latin, Reggaeton",25,2016,32
24280,Me too,Meghan Trainor,"Reggae-Pop, Pop, Funk / Soul, Reggae, Rhythm & Blues",26,2016,32
24281,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",27,2016,32
24282,Baila conmigo,Juan Magán;Luciana,"Electronic, Electro House",28,2016,32
24283,Mama said,Lukas Graham,"Funk / Soul, Pop",29,2016,32
24284,Kiss the sky,Jason Derülo,"Pop, Hip Hop",30,2016,32
24285,Mira como vuelo,Miss Caffeina,"Indie Pop, Pop, Rock",31,2016,32
24286,I hate u I love u (Short edit),Gnash;Olivia O'Brien,"Pop, Electronic, Rock, Europop, House, Hip Hop, Dance-pop",32,2016,32
24287,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",33,2016,32
24288,Carreteras infinitas,Sidonie,"Indie Pop, Pop, Indie Rock, Rock",34,2016,32
24289,Ride,Twenty One Pilots,"Pop, Synth-pop, Electronic, Rock, Hip Hop, Indie Rock, Alternative Rock",35,2016,32
24290,Caos,Malú,"Pop, Latin",36,2016,32
24291,No money,Galantis,"Electronic, Pop, Progressive House, House",37,2016,32
24292,Don't you need somebody,RedOne;Enrique Iglesias;R. City;Serayah;Shaggy,Pop,38,2016,32
24293,Vuela corazón,Dasoul,Latin,39,2016,32
24294,Life into the wild,Furious Monkey House,"Score, Stage & Screen",40,2016,32
24295,This girl,Kungs;Cookin' On 3 Burners,"Electronic, House, Electro House",1,2016,33
24296,Can't stop the feeling,Justin Timberlake,Pop,2,2016,33
24297,Don't let me down,The Chainsmokers;Daya,"Electronic, Trap, Dance-pop",3,2016,33
24298,Cómo te atreves,Morat,Pop,4,2016,33
24299,One dance,Drake;Kyla;WizKid,Hip Hop,5,2016,33
24300,Ain't your mama,Jennifer López,Pop,6,2016,33
24301,This is what you came for,Calvin Harris;Rihanna,"Electronic, Pop, House",7,2016,33
24302,We don't talk anymore,Charlie Puth;Selena Gomez,"Europop, Pop",8,2016,33
24303,Bobo,J Balvin,"Reggaeton, Latin, Hip Hop",9,2016,33
24304,La bicicleta,Carlos Vives;Shakira,"Pop, Latin, Vallenato",10,2016,33
24305,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",11,2016,33
24306,Las ganas,Dani Martín,"Pop, Pop Rock, Ballad, Rock",12,2016,33
24307,Cold water,Major Lazer;Justin Bieber;MØ,"Pop, Dancehall, Electronic, Electro, Reggae",13,2016,33
24308,Middle,DJ Snake;Bipolar Sunshine,"Electronic, House, Electro House",14,2016,33
24309,Treat you better,Shawn Mendes,Pop,15,2016,33
24310,Wherever I go,OneRepublic,"Pop, Rock",16,2016,33
24311,Sincericidio,Leiva,"Pop, Rock",17,2016,33
24312,In common,Alicia Keys,"Pop, Dancehall, Funk / Soul, Reggae, Rhythm & Blues",18,2016,33
24313,Duele el corazón,Enrique Iglesias;Wisin,"Europop, Pop, Latin, Reggaeton",19,2016,33
24314,California dreamin',Freischwimmer,"Electronic, Deep House",20,2016,33
24315,Una vez más,,"Rockabilly, Rock",21,2016,33
24316,Me too,Meghan Trainor,"Reggae-Pop, Pop, Funk / Soul, Reggae, Rhythm & Blues",22,2016,33
24317,Borro cassette,Maluma,"Pop, Latin, Reggaeton",23,2016,33
24318,Dark necessities,Red Hot Chili Peppers,"Funk / Soul, Funk, Rock",24,2016,33
24319,Kiss the sky,Jason Derülo,"Pop, Hip Hop",25,2016,33
24320,This one's for you,David Guetta;Zara Larsson,"Electronic, Euro House",26,2016,33
24321,Mama said,Lukas Graham,"Funk / Soul, Pop",27,2016,33
24322,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",28,2016,33
24323,Mira como vuelo,Miss Caffeina,"Indie Pop, Pop, Rock",29,2016,33
24324,Ride,Twenty One Pilots,"Pop, Synth-pop, Electronic, Rock, Hip Hop, Indie Rock, Alternative Rock",30,2016,33
24325,Carreteras infinitas,Sidonie,"Indie Pop, Pop, Indie Rock, Rock",31,2016,33
24326,I hate u I love u (Short edit),Gnash;Olivia O'Brien,"Pop, Electronic, Rock, Europop, House, Hip Hop, Dance-pop",32,2016,33
24327,No money,Galantis,"Electronic, Pop, Progressive House, House",33,2016,33
24328,Hold up,Beyoncé,"Pop, Soul, Neo Soul, Electronic, Funk / Soul, Electro, Hip Hop, Rhythm & Blues",34,2016,33
24329,Don't you need somebody,RedOne;Enrique Iglesias;R. City;Serayah;Shaggy,Pop,35,2016,33
24330,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",36,2016,33
24331,Caos,Malú,"Pop, Latin",37,2016,33
24332,De pies a cabeza,Maná;Nicky Jam,"Reggaeton, Latin, Hip Hop",38,2016,33
24333,Life into the wild,Furious Monkey House,"Score, Stage & Screen",39,2016,33
24334,Vuela corazón,Dasoul,Latin,40,2016,33
24335,This girl,Kungs;Cookin' On 3 Burners,"Electronic, House, Electro House",1,2016,34
24336,Can't stop the feeling,Justin Timberlake,Pop,2,2016,34
24337,La bicicleta,Carlos Vives;Shakira,"Pop, Latin, Vallenato",3,2016,34
24338,One dance,Drake;Kyla;WizKid,Hip Hop,4,2016,34
24339,We don't talk anymore,Charlie Puth;Selena Gomez,"Europop, Pop",5,2016,34
24340,Don't let me down,The Chainsmokers;Daya,"Electronic, Trap, Dance-pop",6,2016,34
24341,Cómo te atreves,Morat,Pop,7,2016,34
24342,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",8,2016,34
24343,Ain't your mama,Jennifer López,Pop,9,2016,34
24344,Cold water,Major Lazer;Justin Bieber;MØ,"Pop, Dancehall, Electronic, Electro, Reggae",10,2016,34
24345,This is what you came for,Calvin Harris;Rihanna,"Electronic, Pop, House",11,2016,34
24346,Bobo,J Balvin,"Reggaeton, Latin, Hip Hop",12,2016,34
24347,Las ganas,Dani Martín,"Pop, Pop Rock, Ballad, Rock",13,2016,34
24348,Treat you better,Shawn Mendes,Pop,14,2016,34
24349,Sincericidio,Leiva,"Pop, Rock",15,2016,34
24350,Kiss the sky,Jason Derülo,"Pop, Hip Hop",16,2016,34
24351,In common,Alicia Keys,"Pop, Dancehall, Funk / Soul, Reggae, Rhythm & Blues",17,2016,34
24352,Middle,DJ Snake;Bipolar Sunshine,"Electronic, House, Electro House",18,2016,34
24353,Ride,Twenty One Pilots,"Pop, Synth-pop, Electronic, Rock, Hip Hop, Indie Rock, Alternative Rock",19,2016,34
24354,Una vez más,,"Rockabilly, Rock",20,2016,34
24355,Borro cassette,Maluma,"Pop, Latin, Reggaeton",21,2016,34
24356,Me too,Meghan Trainor,"Reggae-Pop, Pop, Funk / Soul, Reggae, Rhythm & Blues",22,2016,34
24357,Wherever I go,OneRepublic,"Pop, Rock",23,2016,34
24358,Mama said,Lukas Graham,"Funk / Soul, Pop",24,2016,34
24359,Duele el corazón,Enrique Iglesias;Wisin,"Europop, Pop, Latin, Reggaeton",25,2016,34
24360,Mira como vuelo,Miss Caffeina,"Indie Pop, Pop, Rock",26,2016,34
24361,Dark necessities,Red Hot Chili Peppers,"Funk / Soul, Funk, Rock",27,2016,34
24362,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",28,2016,34
24363,Carreteras infinitas,Sidonie,"Indie Pop, Pop, Indie Rock, Rock",29,2016,34
24364,Quiero que sepas,Juan Magán,"Electronic, Pop, Latin, Dance-pop",30,2016,34
24365,I hate u I love u (Short edit),Gnash;Olivia O'Brien,"Pop, Electronic, Rock, Europop, House, Hip Hop, Dance-pop",31,2016,34
24366,No money,Galantis,"Electronic, Pop, Progressive House, House",32,2016,34
24367,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",33,2016,34
24368,Don't you need somebody,RedOne;Enrique Iglesias;R. City;Serayah;Shaggy,Pop,34,2016,34
24369,De pies a cabeza,Maná;Nicky Jam,"Reggaeton, Latin, Hip Hop",35,2016,34
24370,This one's for you,David Guetta;Zara Larsson,"Electronic, Euro House",36,2016,34
24371,Life into the wild,Furious Monkey House,"Score, Stage & Screen",37,2016,34
24372,Caos,Malú,"Pop, Latin",38,2016,34
24373,Vuela corazón,Dasoul,Latin,39,2016,34
24374,California dreamin',Freischwimmer,"Electronic, Deep House",40,2016,34
24375,La bicicleta,Carlos Vives;Shakira,"Pop, Latin, Vallenato",1,2016,35
24376,Can't stop the feeling,Justin Timberlake,Pop,2,2016,35
24377,This girl,Kungs;Cookin' On 3 Burners,"Electronic, House, Electro House",3,2016,35
24378,We don't talk anymore,Charlie Puth;Selena Gomez,"Europop, Pop",4,2016,35
24379,One dance,Drake;Kyla;WizKid,Hip Hop,5,2016,35
24380,Cómo te atreves,Morat,Pop,6,2016,35
24381,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",7,2016,35
24382,Cold water,Major Lazer;Justin Bieber;MØ,"Pop, Dancehall, Electronic, Electro, Reggae",8,2016,35
24383,Ain't your mama,Jennifer López,Pop,9,2016,35
24384,Don't let me down,The Chainsmokers;Daya,"Electronic, Trap, Dance-pop",10,2016,35
24385,Kiss the sky,Jason Derülo,"Pop, Hip Hop",11,2016,35
24386,Las ganas,Dani Martín,"Pop, Pop Rock, Ballad, Rock",12,2016,35
24387,Treat you better,Shawn Mendes,Pop,13,2016,35
24388,Sincericidio,Leiva,"Pop, Rock",14,2016,35
24389,Ride,Twenty One Pilots,"Pop, Synth-pop, Electronic, Rock, Hip Hop, Indie Rock, Alternative Rock",15,2016,35
24390,Bobo,J Balvin,"Reggaeton, Latin, Hip Hop",16,2016,35
24391,This is what you came for,Calvin Harris;Rihanna,"Electronic, Pop, House",17,2016,35
24392,Borro cassette,Maluma,"Pop, Latin, Reggaeton",18,2016,35
24393,Una vez más,,"Rockabilly, Rock",19,2016,35
24394,Me too,Meghan Trainor,"Reggae-Pop, Pop, Funk / Soul, Reggae, Rhythm & Blues",20,2016,35
24395,In common,Alicia Keys,"Pop, Dancehall, Funk / Soul, Reggae, Rhythm & Blues",21,2016,35
24396,Mama said,Lukas Graham,"Funk / Soul, Pop",22,2016,35
24397,Middle,DJ Snake;Bipolar Sunshine,"Electronic, House, Electro House",23,2016,35
24398,Quiero que sepas,Juan Magán,"Electronic, Pop, Latin, Dance-pop",24,2016,35
24399,Carreteras infinitas,Sidonie,"Indie Pop, Pop, Indie Rock, Rock",25,2016,35
24400,Dark necessities,Red Hot Chili Peppers,"Funk / Soul, Funk, Rock",26,2016,35
24401,Mira como vuelo,Miss Caffeina,"Indie Pop, Pop, Rock",27,2016,35
24402,I hate u I love u (Short edit),Gnash;Olivia O'Brien,"Pop, Electronic, Rock, Europop, House, Hip Hop, Dance-pop",28,2016,35
24403,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",29,2016,35
24404,No money,Galantis,"Electronic, Pop, Progressive House, House",30,2016,35
24405,Wherever I go,OneRepublic,"Pop, Rock",31,2016,35
24406,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",32,2016,35
24407,De pies a cabeza,Maná;Nicky Jam,"Reggaeton, Latin, Hip Hop",33,2016,35
24408,Duele el corazón,Enrique Iglesias;Wisin,"Europop, Pop, Latin, Reggaeton",34,2016,35
24409,Don't you need somebody,RedOne;Enrique Iglesias;R. City;Serayah;Shaggy,Pop,35,2016,35
24410,Life into the wild,Furious Monkey House,"Score, Stage & Screen",36,2016,35
24411,Perfect strangers,Jonas Blue;JP Cooper,"Electronic, Tropical House",37,2016,35
24412,Caos,Malú,"Pop, Latin",38,2016,35
24413,This one's for you,David Guetta;Zara Larsson,"Electronic, Euro House",39,2016,35
24414,Vuela corazón,Dasoul,Latin,40,2016,35
24415,La bicicleta,Carlos Vives;Shakira,"Pop, Latin, Vallenato",1,2016,36
24416,Cold water,Major Lazer;Justin Bieber;MØ,"Pop, Dancehall, Electronic, Electro, Reggae",2,2016,36
24417,We don't talk anymore,Charlie Puth;Selena Gomez,"Europop, Pop",3,2016,36
24418,One dance,Drake;Kyla;WizKid,Hip Hop,4,2016,36
24419,This girl,Kungs;Cookin' On 3 Burners,"Electronic, House, Electro House",5,2016,36
24420,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",6,2016,36
24421,Ain't your mama,Jennifer López,Pop,7,2016,36
24422,Can't stop the feeling,Justin Timberlake,Pop,8,2016,36
24423,Cómo te atreves,Morat,Pop,9,2016,36
24424,Kiss the sky,Jason Derülo,"Pop, Hip Hop",10,2016,36
24425,Ride,Twenty One Pilots,"Pop, Synth-pop, Electronic, Rock, Hip Hop, Indie Rock, Alternative Rock",11,2016,36
24426,Let me love you,DJ Snake;Justin Bieber,"Electronic, Synth-pop",12,2016,36
24427,Sincericidio,Leiva,"Pop, Rock",13,2016,36
24428,Treat you better,Shawn Mendes,Pop,14,2016,36
24429,Borro cassette,Maluma,"Pop, Latin, Reggaeton",15,2016,36
24430,Don't let me down,The Chainsmokers;Daya,"Electronic, Trap, Dance-pop",16,2016,36
24431,Mama said,Lukas Graham,"Funk / Soul, Pop",17,2016,36
24432,Una vez más,,"Rockabilly, Rock",18,2016,36
24433,Me too,Meghan Trainor,"Reggae-Pop, Pop, Funk / Soul, Reggae, Rhythm & Blues",19,2016,36
24434,Las ganas,Dani Martín,"Pop, Pop Rock, Ballad, Rock",20,2016,36
24435,This is what you came for,Calvin Harris;Rihanna,"Electronic, Pop, House",21,2016,36
24436,Quiero que sepas,Juan Magán,"Electronic, Pop, Latin, Dance-pop",22,2016,36
24437,Carreteras infinitas,Sidonie,"Indie Pop, Pop, Indie Rock, Rock",23,2016,36
24438,I hate u I love u (Short edit),Gnash;Olivia O'Brien,"Pop, Electronic, Rock, Europop, House, Hip Hop, Dance-pop",24,2016,36
24439,In common,Alicia Keys,"Pop, Dancehall, Funk / Soul, Reggae, Rhythm & Blues",25,2016,36
24440,Bobo,J Balvin,"Reggaeton, Latin, Hip Hop",26,2016,36
24441,No money,Galantis,"Electronic, Pop, Progressive House, House",27,2016,36
24442,Middle,DJ Snake;Bipolar Sunshine,"Electronic, House, Electro House",28,2016,36
24443,De pies a cabeza,Nicky Jam;Maná,"Reggaeton, Latin, Hip Hop",29,2016,36
24444,Dark necessities,Red Hot Chili Peppers,"Funk / Soul, Funk, Rock",30,2016,36
24445,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",31,2016,36
24446,Perfect strangers,Jonas Blue;JP Cooper,"Electronic, Tropical House",32,2016,36
24447,Mira como vuelo,Miss Caffeina,"Indie Pop, Pop, Rock",33,2016,36
24448,All in my head (Flex),Fifth Harmony;Fetty Wap,"Funk / Soul, Pop, Rhythm & Blues",34,2016,36
24449,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",35,2016,36
24450,Life into the wild,Furious Monkey House,"Score, Stage & Screen",36,2016,36
24451,Kids,OneRepublic,"Pop, Pop Rock",37,2016,36
24452,Duele el corazón,Enrique Iglesias;Wisin,"Europop, Pop, Latin, Reggaeton",38,2016,36
24453,Don't you need somebody,RedOne;Enrique Iglesias;R. City;Serayah;Shaggy,Pop,39,2016,36
24454,Caos,Malú,"Pop, Latin",40,2016,36
24455,Cold water,Major Lazer;Justin Bieber;MØ,"Pop, Dancehall, Electronic, Electro, Reggae",1,2016,37
24456,La bicicleta,Carlos Vives;Shakira,"Pop, Latin, Vallenato",2,2016,37
24457,We don't talk anymore,Charlie Puth;Selena Gomez,"Europop, Pop",3,2016,37
24458,Let me love you,DJ Snake;Justin Bieber,"Electronic, Synth-pop",4,2016,37
24459,One dance,Drake;Kyla;WizKid,Hip Hop,5,2016,37
24460,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",6,2016,37
24461,This girl,Kungs;Cookin' On 3 Burners,"Electronic, House, Electro House",7,2016,37
24462,Ain't your mama,Jennifer López,Pop,8,2016,37
24463,Kiss the sky,Jason Derülo,"Pop, Hip Hop",9,2016,37
24464,Ride,Twenty One Pilots,"Pop, Synth-pop, Electronic, Rock, Hip Hop, Indie Rock, Alternative Rock",10,2016,37
24465,Can't stop the feeling,Justin Timberlake,Pop,11,2016,37
24466,Borro cassette,Maluma,"Pop, Latin, Reggaeton",12,2016,37
24467,Sincericidio,Leiva,"Pop, Rock",13,2016,37
24468,Mama said,Lukas Graham,"Funk / Soul, Pop",14,2016,37
24469,Cómo te atreves,Morat,Pop,15,2016,37
24470,Una vez más,,"Rockabilly, Rock",16,2016,37
