,Song,Artist,Genre,Position,Year,Week
24471,Treat you better,Shawn Mendes,Pop,17,2016,37
24472,Closer,The Chainsmokers;Halsey,"Electronic, Electro House",18,2016,37
24473,Quiero que sepas,Juan Magán,"Electronic, Pop, Latin, Dance-pop",19,2016,37
24474,Carreteras infinitas,Sidonie,"Indie Pop, Pop, Indie Rock, Rock",20,2016,37
24475,I hate u I love u (Short edit),Gnash;Olivia O'Brien,"Pop, Electronic, Rock, Europop, House, Hip Hop, Dance-pop",21,2016,37
24476,Me too,Meghan Trainor,"Reggae-Pop, Pop, Funk / Soul, Reggae, Rhythm & Blues",22,2016,37
24477,De pies a cabeza,Nicky Jam;Maná,"Reggaeton, Latin, Hip Hop",23,2016,37
24478,This is what you came for,Calvin Harris;Rihanna,"Electronic, Pop, House",24,2016,37
24479,Las ganas,Dani Martín,"Pop, Pop Rock, Ballad, Rock",25,2016,37
24480,Don't let me down,The Chainsmokers;Daya,"Electronic, Trap, Dance-pop",26,2016,37
24481,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",27,2016,37
24482,In common,Alicia Keys,"Pop, Dancehall, Funk / Soul, Reggae, Rhythm & Blues",28,2016,37
24483,Perfect strangers,Jonas Blue;JP Cooper,"Electronic, Tropical House",29,2016,37
24484,All in my head (Flex),Fifth Harmony;Fetty Wap,"Funk / Soul, Pop, Rhythm & Blues",30,2016,37
24485,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",31,2016,37
24486,Dark necessities,Red Hot Chili Peppers,"Funk / Soul, Funk, Rock",32,2016,37
24487,Middle,DJ Snake;Bipolar Sunshine,"Electronic, House, Electro House",33,2016,37
24488,Duele el corazón,Enrique Iglesias;Wisin,"Europop, Pop, Latin, Reggaeton",34,2016,37
24489,Kids,OneRepublic,"Pop, Pop Rock",35,2016,37
24490,Mira como vuelo,Miss Caffeina,"Indie Pop, Pop, Rock",36,2016,37
24491,This house is not for sale,Bon Jovi,"Hard Rock, Rock",37,2016,37
24492,No money,Galantis,"Electronic, Pop, Progressive House, House",38,2016,37
24493,Bobo,J Balvin,"Reggaeton, Latin, Hip Hop",39,2016,37
24494,Life into the wild,Furious Monkey House,"Score, Stage & Screen",40,2016,37
24495,We don't talk anymore,Charlie Puth;Selena Gomez,"Europop, Pop",1,2016,38
24496,Let me love you,DJ Snake;Justin Bieber,"Electronic, Synth-pop",2,2016,38
24497,Cold water,Major Lazer;Justin Bieber;MØ,"Pop, Dancehall, Electronic, Electro, Reggae",3,2016,38
24498,La bicicleta,Carlos Vives;Shakira,"Pop, Latin, Vallenato",4,2016,38
24499,Closer,The Chainsmokers;Halsey,"Electronic, Electro House",5,2016,38
24500,This girl,Kungs;Cookin' On 3 Burners,"Electronic, House, Electro House",6,2016,38
24501,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",7,2016,38
24502,Kiss the sky,Jason Derülo,"Pop, Hip Hop",8,2016,38
24503,Ride,Twenty One Pilots,"Pop, Synth-pop, Electronic, Rock, Hip Hop, Indie Rock, Alternative Rock",9,2016,38
24504,One dance,Drake;Kyla;WizKid,Hip Hop,10,2016,38
24505,Borro cassette,Maluma,"Pop, Latin, Reggaeton",11,2016,38
24506,Sincericidio,Leiva,"Pop, Rock",12,2016,38
24507,Ain't your mama,Jennifer López,Pop,13,2016,38
24508,Mama said,Lukas Graham,"Funk / Soul, Pop",14,2016,38
24509,Una vez más,,"Rockabilly, Rock",15,2016,38
24510,Quiero que sepas,Juan Magán,"Electronic, Pop, Latin, Dance-pop",16,2016,38
24511,Can't stop the feeling,Justin Timberlake,Pop,17,2016,38
24512,Carreteras infinitas,Sidonie,"Indie Pop, Pop, Indie Rock, Rock",18,2016,38
24513,I hate u I love u (Short edit),Gnash;Olivia O'Brien,"Pop, Electronic, Rock, Europop, House, Hip Hop, Dance-pop",19,2016,38
24514,De pies a cabeza,Nicky Jam;Maná,"Reggaeton, Latin, Hip Hop",20,2016,38
24515,Perfect strangers,Jonas Blue;JP Cooper,"Electronic, Tropical House",21,2016,38
24516,Safari,J Balvin;BIA;Pharrell Williams;Sky Rompiendo El Bajo,unknown,22,2016,38
24517,Me too,Meghan Trainor,"Reggae-Pop, Pop, Funk / Soul, Reggae, Rhythm & Blues",23,2016,38
24518,Cómo te atreves,Morat,Pop,24,2016,38
24519,Treat you better,Shawn Mendes,Pop,25,2016,38
24520,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",26,2016,38
24521,All in my head (Flex),Fifth Harmony;Fetty Wap,"Funk / Soul, Pop, Rhythm & Blues",27,2016,38
24522,Sofia,Álvaro Soler,"Vocal, Pop, Latin",28,2016,38
24523,This is what you came for,Calvin Harris;Rihanna,"Electronic, Pop, House",29,2016,38
24524,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",30,2016,38
24525,Los charcos,Dani Martín,"Pop, Alternative Rock, Ballad, Rock",31,2016,38
24526,Don't let me down,The Chainsmokers;Daya,"Electronic, Trap, Dance-pop",32,2016,38
24527,Kids,OneRepublic,"Pop, Pop Rock",33,2016,38
24528,This house is not for sale,Bon Jovi,"Hard Rock, Rock",34,2016,38
24529,Middle,DJ Snake;Bipolar Sunshine,"Electronic, House, Electro House",35,2016,38
24530,Duele el corazón,Enrique Iglesias;Wisin,"Europop, Pop, Latin, Reggaeton",36,2016,38
24531,Dark necessities,Red Hot Chili Peppers,"Funk / Soul, Funk, Rock",37,2016,38
24532,Cuánto me duele,Morat,Pop,38,2016,38
24533,Mira como vuelo,Miss Caffeina,"Indie Pop, Pop, Rock",39,2016,38
24534,In common,Alicia Keys,"Pop, Dancehall, Funk / Soul, Reggae, Rhythm & Blues",40,2016,38
24535,Closer,The Chainsmokers;Halsey,"Electronic, Electro House",1,2016,39
24536,Let me love you,DJ Snake;Justin Bieber,"Electronic, Synth-pop",2,2016,39
24537,Cold water,Major Lazer;Justin Bieber;MØ,"Pop, Dancehall, Electronic, Electro, Reggae",3,2016,39
24538,We don't talk anymore,Charlie Puth;Selena Gomez,"Europop, Pop",4,2016,39
24539,Ride,Twenty One Pilots,"Pop, Synth-pop, Electronic, Rock, Hip Hop, Indie Rock, Alternative Rock",5,2016,39
24540,This girl,Kungs;Cookin' On 3 Burners,"Electronic, House, Electro House",6,2016,39
24541,Kiss the sky,Jason Derülo,"Pop, Hip Hop",7,2016,39
24542,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",8,2016,39
24543,La bicicleta,Carlos Vives;Shakira,"Pop, Latin, Vallenato",9,2016,39
24544,Sincericidio,Leiva,"Pop, Rock",10,2016,39
24545,Borro cassette,Maluma,"Pop, Latin, Reggaeton",11,2016,39
24546,The greatest,Sia;Kendrick Lamar,"Pop, Electronic, Indie Pop, Pop Rap, Hip Hop",12,2016,39
24547,Mama said,Lukas Graham,"Funk / Soul, Pop",13,2016,39
24548,Perfect strangers,Jonas Blue;JP Cooper,"Electronic, Tropical House",14,2016,39
24549,Quiero que sepas,Juan Magán,"Electronic, Pop, Latin, Dance-pop",15,2016,39
24550,Safari,J Balvin;BIA;Pharrell Williams;Sky Rompiendo El Bajo,unknown,16,2016,39
24551,Carreteras infinitas,Sidonie,"Indie Pop, Pop, Indie Rock, Rock",17,2016,39
24552,One dance,Drake;Kyla;WizKid,Hip Hop,18,2016,39
24553,I hate u I love u (Short edit),Gnash;Olivia O'Brien,"Pop, Electronic, Rock, Europop, House, Hip Hop, Dance-pop",19,2016,39
24554,Heathens,Twenty One Pilots,"Pop, Synth-pop, Electronic, Indie Pop, Rock, Hip Hop, Alternative Rock",20,2016,39
24555,De pies a cabeza,Nicky Jam;Maná,"Reggaeton, Latin, Hip Hop",21,2016,39
24556,Ain't your mama,Jennifer López,Pop,22,2016,39
24557,Una vez más,,"Rockabilly, Rock",23,2016,39
24558,Treat you better,Shawn Mendes,Pop,24,2016,39
24559,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",25,2016,39
24560,All in my head (Flex),Fifth Harmony;Fetty Wap,"Funk / Soul, Pop, Rhythm & Blues",26,2016,39
24561,Can't stop the feeling,Justin Timberlake,Pop,27,2016,39
24562,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",28,2016,39
24563,Come,Jain,"Neo Soul, Electronic, Funk / Soul, Folk, World, & Country, Hip Hop",29,2016,39
24564,Los charcos,Dani Martín,"Pop, Alternative Rock, Ballad, Rock",30,2016,39
24565,Kids,OneRepublic,"Pop, Pop Rock",31,2016,39
24566,Sofia,Álvaro Soler,"Vocal, Pop, Latin",32,2016,39
24567,This house is not for sale,Bon Jovi,"Hard Rock, Rock",33,2016,39
24568,Verano,La Oreja de Van Gogh,"Pop, Ballad, Latin, Rock, Pop Rock",34,2016,39
24569,This is what you came for,Calvin Harris;Rihanna,"Electronic, Pop, House",35,2016,39
24570,Cuánto me duele,Morat,Pop,36,2016,39
24571,Final song,MØ,"Electronic, Indie Pop, Pop, Tropical House",37,2016,39
24572,Dark necessities,Red Hot Chili Peppers,"Funk / Soul, Funk, Rock",38,2016,39
24573,Me too,Meghan Trainor,"Reggae-Pop, Pop, Funk / Soul, Reggae, Rhythm & Blues",39,2016,39
24574,Middle,DJ Snake;Bipolar Sunshine,"Electronic, House, Electro House",40,2016,39
24575,Ride,Twenty One Pilots,"Pop, Synth-pop, Electronic, Rock, Hip Hop, Indie Rock, Alternative Rock",1,2016,40
24576,Closer,The Chainsmokers;Halsey,"Electronic, Electro House",2,2016,40
24577,Let me love you,DJ Snake;Justin Bieber,"Electronic, Synth-pop",3,2016,40
24578,Cold water,Major Lazer;Justin Bieber;MØ,"Pop, Dancehall, Electronic, Electro, Reggae",4,2016,40
24579,Borro cassette,Maluma,"Pop, Latin, Reggaeton",5,2016,40
24580,Kiss the sky,Jason Derülo,"Pop, Hip Hop",6,2016,40
24581,The greatest,Sia;Kendrick Lamar,"Pop, Electronic, Indie Pop, Pop Rap, Hip Hop",7,2016,40
24582,This girl,Kungs;Cookin' On 3 Burners,"Electronic, House, Electro House",8,2016,40
24583,Sincericidio,Leiva,"Pop, Rock",9,2016,40
24584,We don't talk anymore,Charlie Puth;Selena Gomez,"Europop, Pop",10,2016,40
24585,Mama said,Lukas Graham,"Funk / Soul, Pop",11,2016,40
24586,Perfect strangers,Jonas Blue;JP Cooper,"Electronic, Tropical House",12,2016,40
24587,Safari,J Balvin;BIA;Pharrell Williams;Sky Rompiendo El Bajo,unknown,13,2016,40
24588,Quiero que sepas,Juan Magán,"Electronic, Pop, Latin, Dance-pop",14,2016,40
24589,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",15,2016,40
24590,Carreteras infinitas,Sidonie,"Indie Pop, Pop, Indie Rock, Rock",16,2016,40
24591,Heathens,Twenty One Pilots,"Pop, Synth-pop, Electronic, Indie Pop, Rock, Hip Hop, Alternative Rock",17,2016,40
24592,My way,Calvin Harris,"Electronic, Pop, House",18,2016,40
24593,La bicicleta,Carlos Vives;Shakira,"Pop, Latin, Vallenato",19,2016,40
24594,Treat you better,Shawn Mendes,Pop,20,2016,40
24595,De pies a cabeza,Nicky Jam;Maná,"Reggaeton, Latin, Hip Hop",21,2016,40
24596,Perfect illusion,Lady GaGa,"Pop, Pop Rock, Rock",22,2016,40
24597,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",23,2016,40
24598,All in my head (Flex),Fifth Harmony;Fetty Wap,"Funk / Soul, Pop, Rhythm & Blues",24,2016,40
24599,Come,Jain,"Neo Soul, Electronic, Funk / Soul, Folk, World, & Country, Hip Hop",25,2016,40
24600,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",26,2016,40
24601,One dance,Drake;Kyla;WizKid,Hip Hop,27,2016,40
24602,Los charcos,Dani Martín,"Pop, Alternative Rock, Ballad, Rock",28,2016,40
24603,Kids,OneRepublic,"Pop, Pop Rock",29,2016,40
24604,Verano,La Oreja de Van Gogh,"Pop, Ballad, Latin, Rock, Pop Rock",30,2016,40
24605,This house is not for sale,Bon Jovi,"Hard Rock, Rock",31,2016,40
24606,Lost on you,LP,"Pop, Funk / Soul, Rock, Alternative Rock, Pop Rock",32,2016,40
24607,Ain't your mama,Jennifer López,Pop,33,2016,40
24608,Cuánto me duele,Morat,Pop,34,2016,40
24609,Me too,Meghan Trainor,"Reggae-Pop, Pop, Funk / Soul, Reggae, Rhythm & Blues",35,2016,40
24610,Final song,MØ,"Electronic, Indie Pop, Pop, Tropical House",36,2016,40
24611,I hate u I love u (Short edit),Gnash;Olivia O'Brien,"Pop, Electronic, Rock, Europop, House, Hip Hop, Dance-pop",37,2016,40
24612,Gyal you a party animal,Charly Black,"Pop, Reggae, Dancehall, Reggaeton",38,2016,40
24613,Una vez más,,"Rockabilly, Rock",39,2016,40
24614,Dark necessities,Red Hot Chili Peppers,"Funk / Soul, Funk, Rock",40,2016,40
24615,Let me love you,DJ Snake;Justin Bieber,"Electronic, Synth-pop",1,2016,41
24616,Closer,The Chainsmokers;Halsey,"Electronic, Electro House",2,2016,41
24617,Ride,Twenty One Pilots,"Pop, Synth-pop, Electronic, Rock, Hip Hop, Indie Rock, Alternative Rock",3,2016,41
24618,Borro cassette,Maluma,"Pop, Latin, Reggaeton",4,2016,41
24619,The greatest,Sia;Kendrick Lamar,"Pop, Electronic, Indie Pop, Pop Rap, Hip Hop",5,2016,41
24620,Kiss the sky,Jason Derülo,"Pop, Hip Hop",6,2016,41
24621,Cold water,Major Lazer;Justin Bieber;MØ,"Pop, Dancehall, Electronic, Electro, Reggae",7,2016,41
24622,Perfect strangers,Jonas Blue;JP Cooper,"Electronic, Tropical House",8,2016,41
24623,Sincericidio,Leiva,"Pop, Rock",9,2016,41
24624,Carreteras infinitas,Sidonie,"Indie Pop, Pop, Indie Rock, Rock",10,2016,41
24625,Safari,J Balvin;BIA;Pharrell Williams;Sky Rompiendo El Bajo,unknown,11,2016,41
24626,Mama said,Lukas Graham,"Funk / Soul, Pop",12,2016,41
24627,Quiero que sepas,Juan Magán,"Electronic, Pop, Latin, Dance-pop",13,2016,41
24628,Heathens,Twenty One Pilots,"Pop, Synth-pop, Electronic, Indie Pop, Rock, Hip Hop, Alternative Rock",14,2016,41
24629,This girl,Kungs;Cookin' On 3 Burners,"Electronic, House, Electro House",15,2016,41
24630,My way,Calvin Harris,"Electronic, Pop, House",16,2016,41
24631,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",17,2016,41
24632,We don't talk anymore,Charlie Puth;Selena Gomez,"Europop, Pop",18,2016,41
24633,Come,Jain,"Neo Soul, Electronic, Funk / Soul, Folk, World, & Country, Hip Hop",19,2016,41
24634,De pies a cabeza,Nicky Jam;Maná,"Reggaeton, Latin, Hip Hop",20,2016,41
24635,Perfect illusion,Lady GaGa,"Pop, Pop Rock, Rock",21,2016,41
24636,Starboy,The Weeknd;Daft Punk,"Neo Soul, Electronic, Funk / Soul, Hip Hop, Dance-pop, RnB/Swing",22,2016,41
24637,All in my head (Flex),Fifth Harmony;Fetty Wap,"Funk / Soul, Pop, Rhythm & Blues",23,2016,41
24638,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",24,2016,41
24639,Treat you better,Shawn Mendes,Pop,25,2016,41
24640,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",26,2016,41
24641,Los charcos,Dani Martín,"Pop, Alternative Rock, Ballad, Rock",27,2016,41
24642,Lost on you,LP,"Pop, Funk / Soul, Rock, Alternative Rock, Pop Rock",28,2016,41
24643,Verano,La Oreja de Van Gogh,"Pop, Ballad, Latin, Rock, Pop Rock",29,2016,41
24644,Kids,OneRepublic,"Pop, Pop Rock",30,2016,41
24645,This house is not for sale,Bon Jovi,"Hard Rock, Rock",31,2016,41
24646,La bicicleta,Carlos Vives;Shakira,"Pop, Latin, Vallenato",32,2016,41
24647,Cuánto me duele,Morat,Pop,33,2016,41
24648,Gyal you a party animal,Charly Black,"Pop, Reggae, Dancehall, Reggaeton",34,2016,41
24649,In the name of love,Martin Garrix;Bebe Rexha,"Electronic, Trap, Pop, Vocal",35,2016,41
24650,Final song,MØ,"Electronic, Indie Pop, Pop, Tropical House",36,2016,41
24651,Me too,Meghan Trainor,"Reggae-Pop, Pop, Funk / Soul, Reggae, Rhythm & Blues",37,2016,41
24652,Ain't my fault,Zara Larsson,"Electronic, Europop, Pop, Synth-pop",38,2016,41
24653,One dance,Drake;Kyla;WizKid,Hip Hop,39,2016,41
24654,The ocean,Mike Perry;Shy Martin,"Electronic, Pop, Tropical House",40,2016,41
24655,Borro cassette,Maluma,"Pop, Latin, Reggaeton",1,2016,42
24656,Let me love you,DJ Snake;Justin Bieber,"Electronic, Synth-pop",2,2016,42
24657,Closer,The Chainsmokers;Halsey,"Electronic, Electro House",3,2016,42
24658,The greatest,Sia;Kendrick Lamar,"Pop, Electronic, Indie Pop, Pop Rap, Hip Hop",4,2016,42
24659,Perfect strangers,Jonas Blue;JP Cooper,"Electronic, Tropical House",5,2016,42
24660,Safari,J Balvin;BIA;Pharrell Williams;Sky Rompiendo El Bajo,unknown,6,2016,42
24661,Sincericidio,Leiva,"Pop, Rock",7,2016,42
24662,Kiss the sky,Jason Derülo,"Pop, Hip Hop",8,2016,42
24663,Heathens,Twenty One Pilots,"Pop, Synth-pop, Electronic, Indie Pop, Rock, Hip Hop, Alternative Rock",9,2016,42
24664,Carreteras infinitas,Sidonie,"Indie Pop, Pop, Indie Rock, Rock",10,2016,42
24665,Cold water,Major Lazer;Justin Bieber;MØ,"Pop, Dancehall, Electronic, Electro, Reggae",11,2016,42
24666,Quiero que sepas,Juan Magán,"Electronic, Pop, Latin, Dance-pop",12,2016,42
24667,My way,Calvin Harris,"Electronic, Pop, House",13,2016,42
24668,This girl,Kungs;Cookin' On 3 Burners,"Electronic, House, Electro House",14,2016,42
24669,Ride,Twenty One Pilots,"Pop, Synth-pop, Electronic, Rock, Hip Hop, Indie Rock, Alternative Rock",15,2016,42
24670,24k magic,Bruno Mars,"Funk / Soul, Pop",16,2016,42
24671,Come,Jain,"Neo Soul, Electronic, Funk / Soul, Folk, World, & Country, Hip Hop",17,2016,42
24672,Starboy,The Weeknd;Daft Punk,"Neo Soul, Electronic, Funk / Soul, Hip Hop, Dance-pop, RnB/Swing",18,2016,42
24673,Mama said,Lukas Graham,"Funk / Soul, Pop",19,2016,42
24674,Lost on you,LP,"Pop, Funk / Soul, Rock, Alternative Rock, Pop Rock",20,2016,42
24675,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",21,2016,42
24676,Perfect illusion,Lady GaGa,"Pop, Pop Rock, Rock",22,2016,42
24677,De pies a cabeza,Nicky Jam;Maná,"Reggaeton, Latin, Hip Hop",23,2016,42
24678,We don't talk anymore,Charlie Puth;Selena Gomez,"Europop, Pop",24,2016,42
24679,Los charcos,Dani Martín,"Pop, Alternative Rock, Ballad, Rock",25,2016,42
24680,Treat you better,Shawn Mendes,Pop,26,2016,42
24681,Verano,La Oreja de Van Gogh,"Pop, Ballad, Latin, Rock, Pop Rock",27,2016,42
24682,Gyal you a party animal,Charly Black,"Pop, Reggae, Dancehall, Reggaeton",28,2016,42
24683,Fuego,Juanes,"Pop, Dancehall, Electronic, Laïkó, Folk, World, & Country, Dance-pop, Reggae",29,2016,42
24684,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",30,2016,42
24685,This house is not for sale,Bon Jovi,"Hard Rock, Rock",31,2016,42
24686,Cuánto me duele,Morat,Pop,32,2016,42
24687,All in my head (Flex),Fifth Harmony;Fetty Wap,"Funk / Soul, Pop, Rhythm & Blues",33,2016,42
24688,In the name of love,Martin Garrix;Bebe Rexha,"Electronic, Trap, Pop, Vocal",34,2016,42
24689,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",35,2016,42
24690,Ain't my fault,Zara Larsson,"Electronic, Europop, Pop, Synth-pop",36,2016,42
24691,Kids,OneRepublic,"Pop, Pop Rock",37,2016,42
24692,The ocean,Mike Perry;Shy Martin,"Electronic, Pop, Tropical House",38,2016,42
24693,Final song,MØ,"Electronic, Indie Pop, Pop, Tropical House",39,2016,42
24694,Me too,Meghan Trainor,"Reggae-Pop, Pop, Funk / Soul, Reggae, Rhythm & Blues",40,2016,42
24695,24k magic,Bruno Mars,"Funk / Soul, Pop",1,2016,43
24696,Let me love you,DJ Snake;Justin Bieber,"Electronic, Synth-pop",2,2016,43
24697,The greatest,Sia;Kendrick Lamar,"Pop, Electronic, Indie Pop, Pop Rap, Hip Hop",3,2016,43
24698,Borro cassette,Maluma,"Pop, Latin, Reggaeton",4,2016,43
24699,Perfect strangers,Jonas Blue;JP Cooper,"Electronic, Tropical House",5,2016,43
24700,Sincericidio,Leiva,"Pop, Rock",6,2016,43
24701,Safari,J Balvin;BIA;Pharrell Williams;Sky Rompiendo El Bajo,unknown,7,2016,43
24702,Carreteras infinitas,Sidonie,"Indie Pop, Pop, Indie Rock, Rock",8,2016,43
24703,Heathens,Twenty One Pilots,"Pop, Synth-pop, Electronic, Indie Pop, Rock, Hip Hop, Alternative Rock",9,2016,43
24704,Closer,The Chainsmokers;Halsey,"Electronic, Electro House",10,2016,43
24705,Kiss the sky,Jason Derülo,"Pop, Hip Hop",11,2016,43
24706,My way,Calvin Harris,"Electronic, Pop, House",12,2016,43
24707,Quiero que sepas,Juan Magán,"Electronic, Pop, Latin, Dance-pop",13,2016,43
24708,Come,Jain,"Neo Soul, Electronic, Funk / Soul, Folk, World, & Country, Hip Hop",14,2016,43
24709,Lost on you,LP,"Pop, Funk / Soul, Rock, Alternative Rock, Pop Rock",15,2016,43
24710,Starboy,The Weeknd;Daft Punk,"Neo Soul, Electronic, Funk / Soul, Hip Hop, Dance-pop, RnB/Swing",16,2016,43
24711,Cold water,Major Lazer;Justin Bieber;MØ,"Pop, Dancehall, Electronic, Electro, Reggae",17,2016,43
24712,Antes que no,David Bisbal,"Pop, Latin",18,2016,43
24713,This girl,Kungs;Cookin' On 3 Burners,"Electronic, House, Electro House",19,2016,43
24714,Gyal you a party animal,Charly Black,"Pop, Reggae, Dancehall, Reggaeton",20,2016,43
24715,Ride,Twenty One Pilots,"Pop, Synth-pop, Electronic, Rock, Hip Hop, Indie Rock, Alternative Rock",21,2016,43
24716,Mama said,Lukas Graham,"Funk / Soul, Pop",22,2016,43
24717,Los charcos,Dani Martín,"Pop, Alternative Rock, Ballad, Rock",23,2016,43
24718,Treat you better,Shawn Mendes,Pop,24,2016,43
24719,Fuego,Juanes,"Pop, Dancehall, Electronic, Laïkó, Folk, World, & Country, Dance-pop, Reggae",25,2016,43
24720,Verano,La Oreja de Van Gogh,"Pop, Ballad, Latin, Rock, Pop Rock",26,2016,43
24721,Don't be so shy,Imany;Filatov & Karas,"Electronic, Electro, House",27,2016,43
24722,Perfect illusion,Lady GaGa,"Pop, Pop Rock, Rock",28,2016,43
24723,Cuánto me duele,Morat,Pop,29,2016,43
24724,Good life,Sweet California,"Funk / Soul, Soul, Disco",30,2016,43
24725,In the name of love,Martin Garrix;Bebe Rexha,"Electronic, Trap, Pop, Vocal",31,2016,43
24726,Yo quiero vivir,Manuel Carrasco,"Pop, Latin",32,2016,43
24727,De pies a cabeza,Nicky Jam;Maná,"Reggaeton, Latin, Hip Hop",33,2016,43
24728,Ain't my fault,Zara Larsson,"Electronic, Europop, Pop, Synth-pop",34,2016,43
24729,The ocean,Mike Perry;Shy Martin,"Electronic, Pop, Tropical House",35,2016,43
24730,We don't talk anymore,Charlie Puth;Selena Gomez,"Europop, Pop",36,2016,43
24731,Fiesta en el infierno,Fangoria,"Electronic, Pop, Synth-pop",37,2016,43
24732,All night,Crystal Fighters,"Electronic, Dance-pop",38,2016,43
24733,This house is not for sale,Bon Jovi,"Hard Rock, Rock",39,2016,43
24734,Kids,OneRepublic,"Pop, Pop Rock",40,2016,43
24735,Sincericidio,Leiva,"Pop, Rock",1,2016,44
24736,24k magic,Bruno Mars,"Funk / Soul, Pop",2,2016,44
